seq_id,GAAC_Aliphatic,GAAC_Aromatic,GAAC_Positive,GAAC_Negative,GAAC_Uncharged,label
neg_421,0.333333,0.166667,0.222222,0.055556,0.222222,0
neg_422,0.333333,0.266667,0.066667,0.066667,0.266667,0
neg_423,0.533333,0.0,0.2,0.0,0.266667,0
neg_424,0.333333,0.066667,0.2,0.133333,0.266667,0
neg_425,0.466667,0.0,0.066667,0.266667,0.2,0
neg_426,0.266667,0.133333,0.066667,0.133333,0.4,0
neg_427,0.333333,0.0,0.333333,0.066667,0.266667,0
neg_428,0.266667,0.133333,0.266667,0.0,0.333333,0
neg_429,0.333333,0.2,0.066667,0.066667,0.333333,0
neg_430,0.733333,0.0,0.0,0.133333,0.133333,0
neg_431,0.466667,0.0,0.266667,0.266667,0.0,0
neg_432,0.266667,0.066667,0.133333,0.2,0.333333,0
neg_433,0.4,0.133333,0.133333,0.2,0.133333,0
neg_434,0.4,0.066667,0.266667,0.133333,0.133333,0
neg_435,0.466667,0.133333,0.333333,0.066667,0.0,0
neg_436,0.733333,0.133333,0.0,0.133333,0.0,0
neg_437,0.4,0.0,0.133333,0.066667,0.4,0
neg_438,0.466667,0.133333,0.133333,0.0,0.266667,0
neg_439,0.4,0.0,0.266667,0.066667,0.266667,0
neg_440,0.8,0.15,0.0,0.0,0.05,0
neg_441,0.266667,0.266667,0.266667,0.0,0.2,0
neg_442,0.533333,0.066667,0.133333,0.066667,0.2,0
neg_443,0.4,0.0,0.1,0.15,0.35,0
neg_444,0.333333,0.066667,0.2,0.0,0.4,0
neg_445,0.333333,0.2,0.133333,0.066667,0.266667,0
neg_446,0.2,0.2,0.133333,0.066667,0.4,0
neg_447,0.266667,0.133333,0.266667,0.2,0.133333,0
neg_448,0.35,0.25,0.1,0.0,0.3,0
neg_449,0.15,0.0,0.05,0.3,0.5,0
neg_450,0.333333,0.0,0.266667,0.266667,0.133333,0
neg_451,0.6,0.133333,0.066667,0.066667,0.133333,0
neg_452,0.2,0.0,0.333333,0.2,0.266667,0
neg_453,0.4,0.0,0.2,0.133333,0.266667,0
neg_454,0.533333,0.0,0.066667,0.133333,0.266667,0
neg_455,0.4,0.066667,0.066667,0.266667,0.2,0
neg_456,0.466667,0.2,0.133333,0.0,0.2,0
neg_457,0.333333,0.133333,0.133333,0.333333,0.066667,0
neg_458,0.333333,0.066667,0.133333,0.2,0.266667,0
neg_459,0.466667,0.066667,0.266667,0.0,0.2,0
neg_460,0.266667,0.066667,0.133333,0.2,0.333333,0
neg_461,0.333333,0.0,0.133333,0.133333,0.4,0
neg_462,0.2,0.133333,0.266667,0.066667,0.333333,0
neg_463,0.45,0.05,0.05,0.05,0.4,0
neg_464,0.533333,0.066667,0.2,0.133333,0.066667,0
neg_465,0.428571,0.071429,0.0,0.071429,0.428571,0
neg_466,0.333333,0.066667,0.2,0.066667,0.333333,0
neg_467,0.2,0.2,0.133333,0.2,0.266667,0
neg_468,0.533333,0.0,0.0,0.266667,0.2,0
neg_469,0.533333,0.066667,0.133333,0.066667,0.2,0
neg_470,0.466667,0.066667,0.133333,0.066667,0.266667,0
neg_471,0.266667,0.133333,0.133333,0.066667,0.4,0
neg_472,0.333333,0.133333,0.2,0.2,0.133333,0
neg_473,0.533333,0.0,0.2,0.133333,0.133333,0
neg_474,0.466667,0.066667,0.066667,0.2,0.2,0
neg_475,0.6,0.066667,0.066667,0.2,0.066667,0
neg_476,0.533333,0.0,0.066667,0.2,0.2,0
neg_477,0.466667,0.2,0.2,0.133333,0.0,0
neg_478,0.2,0.1,0.15,0.15,0.4,0
neg_479,0.4,0.133333,0.066667,0.133333,0.266667,0
neg_480,0.733333,0.0,0.2,0.0,0.066667,0
neg_481,0.466667,0.2,0.066667,0.0,0.266667,0
neg_482,0.533333,0.133333,0.066667,0.066667,0.2,0
neg_483,0.6,0.066667,0.133333,0.133333,0.066667,0
neg_484,0.2,0.2,0.333333,0.0,0.266667,0
neg_485,0.333333,0.133333,0.066667,0.066667,0.4,0
neg_486,0.466667,0.0,0.066667,0.133333,0.333333,0
neg_487,0.2,0.133333,0.133333,0.2,0.333333,0
neg_488,0.266667,0.0,0.066667,0.133333,0.533333,0
neg_489,0.466667,0.0,0.133333,0.2,0.2,0
neg_490,0.8,0.0,0.0,0.066667,0.133333,0
neg_491,0.2,0.133333,0.2,0.2,0.266667,0
neg_492,0.368421,0.0,0.105263,0.157895,0.368421,0
neg_493,0.6,0.0,0.066667,0.0,0.333333,0
neg_494,0.733333,0.133333,0.0,0.0,0.133333,0
neg_495,0.533333,0.066667,0.2,0.0,0.2,0
neg_496,0.466667,0.066667,0.0,0.133333,0.333333,0
neg_497,0.533333,0.0,0.133333,0.133333,0.2,0
neg_498,0.266667,0.133333,0.066667,0.0,0.533333,0
neg_499,0.466667,0.0,0.066667,0.133333,0.333333,0
neg_500,0.466667,0.066667,0.133333,0.0,0.333333,0
neg_501,0.4,0.0,0.133333,0.0,0.466667,0
neg_502,0.3,0.1,0.05,0.4,0.15,0
neg_503,0.266667,0.133333,0.2,0.2,0.2,0
neg_504,0.466667,0.2,0.066667,0.066667,0.2,0
neg_505,0.45,0.05,0.2,0.0,0.3,0
neg_506,0.4,0.066667,0.133333,0.066667,0.333333,0
neg_507,0.466667,0.066667,0.0,0.066667,0.4,0
neg_508,0.2,0.066667,0.133333,0.133333,0.466667,0
neg_509,0.6,0.066667,0.0,0.2,0.133333,0
neg_510,0.266667,0.2,0.133333,0.066667,0.333333,0
neg_511,0.4,0.2,0.133333,0.066667,0.2,0
neg_512,0.066667,0.2,0.2,0.0,0.533333,0
neg_513,0.533333,0.0,0.133333,0.0,0.333333,0
neg_514,0.333333,0.333333,0.0,0.0,0.333333,0
neg_515,0.4,0.2,0.066667,0.066667,0.266667,0
neg_516,0.333333,0.266667,0.0,0.0,0.4,0
neg_517,0.533333,0.066667,0.133333,0.0,0.266667,0
neg_518,0.266667,0.133333,0.0,0.066667,0.533333,0
neg_519,0.466667,0.0,0.133333,0.0,0.4,0
neg_520,0.333333,0.0,0.2,0.2,0.266667,0
neg_521,0.266667,0.0,0.2,0.4,0.133333,0
neg_522,0.266667,0.0,0.2,0.133333,0.4,0
neg_523,0.333333,0.066667,0.133333,0.2,0.266667,0
neg_524,0.6,0.066667,0.066667,0.066667,0.2,0
neg_525,0.4,0.0,0.133333,0.2,0.266667,0
neg_526,0.227273,0.090909,0.0,0.409091,0.272727,0
neg_527,0.333333,0.066667,0.0,0.066667,0.533333,0
neg_528,0.333333,0.0,0.2,0.333333,0.133333,0
neg_529,0.866667,0.133333,0.0,0.0,0.0,0
neg_530,0.333333,0.0,0.133333,0.266667,0.266667,0
neg_531,0.466667,0.066667,0.2,0.133333,0.133333,0
neg_532,0.666667,0.066667,0.133333,0.0,0.133333,0
neg_533,0.315789,0.0,0.157895,0.0,0.526316,0
neg_534,0.133333,0.266667,0.133333,0.133333,0.333333,0
neg_535,0.6,0.066667,0.2,0.066667,0.066667,0
neg_536,0.4,0.133333,0.266667,0.066667,0.133333,0
neg_537,0.533333,0.066667,0.0,0.133333,0.266667,0
neg_538,0.333333,0.066667,0.333333,0.066667,0.2,0
neg_539,0.666667,0.066667,0.066667,0.066667,0.133333,0
neg_540,0.333333,0.2,0.2,0.0,0.266667,0
neg_541,0.333333,0.133333,0.266667,0.2,0.066667,0
neg_542,0.2,0.0,0.0,0.066667,0.733333,0
neg_543,0.15,0.0,0.2,0.25,0.4,0
neg_544,0.266667,0.066667,0.2,0.2,0.266667,0
neg_545,0.8,0.0,0.0,0.0,0.2,0
neg_546,0.2,0.333333,0.2,0.0,0.266667,0
neg_547,0.333333,0.2,0.2,0.066667,0.2,0
neg_548,0.266667,0.066667,0.133333,0.133333,0.4,0
neg_549,0.2,0.133333,0.066667,0.133333,0.466667,0
neg_550,0.227273,0.136364,0.0,0.227273,0.409091,0
neg_551,0.333333,0.266667,0.066667,0.133333,0.2,0
neg_552,0.333333,0.0,0.133333,0.2,0.333333,0
neg_553,0.4,0.066667,0.066667,0.066667,0.4,0
neg_554,0.2,0.266667,0.133333,0.133333,0.266667,0
neg_555,0.266667,0.066667,0.133333,0.133333,0.4,0
neg_556,0.4,0.333333,0.0,0.2,0.066667,0
neg_557,0.466667,0.0,0.133333,0.0,0.4,0
neg_558,0.266667,0.2,0.2,0.2,0.133333,0
neg_559,0.4,0.0,0.066667,0.133333,0.4,0
neg_560,0.315789,0.052632,0.0,0.157895,0.473684,0
neg_561,0.266667,0.066667,0.2,0.2,0.266667,0
neg_562,0.066667,0.266667,0.066667,0.0,0.6,0
neg_563,0.4,0.05,0.15,0.0,0.4,0
neg_564,0.4,0.133333,0.333333,0.066667,0.066667,0
neg_565,0.6,0.0,0.266667,0.0,0.133333,0
neg_566,0.066667,0.266667,0.2,0.133333,0.333333,0
neg_567,0.466667,0.0,0.2,0.133333,0.2,0
neg_568,0.4,0.133333,0.2,0.133333,0.133333,0
neg_569,0.266667,0.2,0.133333,0.066667,0.333333,0
neg_570,0.466667,0.133333,0.0,0.133333,0.266667,0
neg_571,0.25,0.2,0.2,0.05,0.3,0
neg_572,0.333333,0.133333,0.2,0.066667,0.266667,0
neg_573,0.333333,0.066667,0.266667,0.266667,0.066667,0
neg_574,0.2,0.133333,0.066667,0.133333,0.466667,0
neg_575,0.333333,0.133333,0.2,0.2,0.133333,0
neg_576,0.4,0.2,0.0,0.0,0.4,0
neg_577,0.533333,0.066667,0.066667,0.066667,0.266667,0
neg_578,0.4,0.2,0.066667,0.066667,0.266667,0
neg_579,0.4,0.066667,0.2,0.0,0.333333,0
neg_580,0.333333,0.2,0.133333,0.066667,0.266667,0
neg_581,0.368421,0.105263,0.0,0.105263,0.421053,0
neg_582,0.266667,0.066667,0.133333,0.333333,0.2,0
neg_583,0.266667,0.066667,0.0,0.266667,0.4,0
neg_584,0.066667,0.2,0.2,0.2,0.333333,0
neg_585,0.4,0.066667,0.2,0.0,0.333333,0
neg_586,0.333333,0.066667,0.133333,0.2,0.266667,0
neg_587,0.3,0.1,0.05,0.1,0.45,0
neg_588,0.533333,0.066667,0.066667,0.2,0.133333,0
neg_589,0.466667,0.0,0.133333,0.066667,0.333333,0
neg_590,0.15,0.0,0.0,0.15,0.7,0
neg_591,0.533333,0.066667,0.066667,0.066667,0.266667,0
neg_592,0.466667,0.066667,0.066667,0.2,0.2,0
neg_593,0.15,0.0,0.15,0.3,0.4,0
neg_594,0.4,0.2,0.066667,0.0,0.333333,0
neg_595,0.333333,0.133333,0.133333,0.2,0.2,0
neg_596,0.266667,0.066667,0.066667,0.0,0.6,0
neg_597,0.533333,0.066667,0.066667,0.0,0.333333,0
neg_598,0.4,0.0,0.066667,0.066667,0.466667,0
neg_599,0.333333,0.133333,0.266667,0.0,0.266667,0
neg_600,0.4,0.0,0.066667,0.2,0.333333,0
neg_601,0.266667,0.066667,0.133333,0.0,0.533333,0
neg_602,0.4,0.133333,0.066667,0.133333,0.266667,0
neg_603,0.333333,0.266667,0.2,0.066667,0.133333,0
neg_604,0.35,0.15,0.1,0.1,0.3,0
neg_605,0.666667,0.0,0.0,0.066667,0.266667,0
neg_606,0.133333,0.4,0.066667,0.133333,0.266667,0
neg_607,0.533333,0.0,0.066667,0.133333,0.266667,0
neg_608,0.533333,0.133333,0.066667,0.066667,0.2,0
neg_609,0.315789,0.052632,0.368421,0.105263,0.157895,0
neg_610,0.388889,0.111111,0.111111,0.055556,0.333333,0
neg_611,0.266667,0.266667,0.0,0.133333,0.333333,0
neg_612,0.333333,0.2,0.2,0.133333,0.133333,0
neg_613,0.266667,0.066667,0.2,0.066667,0.4,0
neg_614,0.0,0.0,0.066667,0.2,0.733333,0
neg_615,0.4,0.066667,0.2,0.133333,0.2,0
neg_616,0.333333,0.0,0.266667,0.133333,0.266667,0
neg_617,0.4,0.133333,0.133333,0.133333,0.2,0
neg_618,0.25,0.1,0.15,0.1,0.4,0
neg_619,0.266667,0.066667,0.2,0.2,0.266667,0
neg_620,0.333333,0.166667,0.166667,0.055556,0.277778,0
neg_621,0.2,0.0,0.333333,0.0,0.466667,0
neg_622,0.4,0.133333,0.066667,0.133333,0.266667,0
neg_623,0.6,0.0,0.133333,0.133333,0.133333,0
neg_624,0.533333,0.0,0.133333,0.066667,0.266667,0
neg_625,0.266667,0.2,0.066667,0.0,0.466667,0
neg_626,0.529412,0.058824,0.058824,0.117647,0.235294,0
neg_627,0.333333,0.133333,0.066667,0.2,0.266667,0
neg_628,0.6,0.0,0.2,0.133333,0.066667,0
neg_629,0.466667,0.066667,0.066667,0.066667,0.333333,0
neg_630,0.4,0.066667,0.266667,0.066667,0.2,0
neg_631,0.4,0.05,0.15,0.15,0.25,0
neg_632,0.866667,0.0,0.0,0.133333,0.0,0
neg_633,0.4,0.133333,0.0,0.133333,0.333333,0
neg_634,0.466667,0.066667,0.0,0.333333,0.133333,0
neg_635,0.6,0.0,0.066667,0.066667,0.266667,0
neg_636,0.466667,0.066667,0.133333,0.133333,0.2,0
neg_637,0.333333,0.133333,0.0,0.4,0.133333,0
neg_638,0.6,0.0,0.133333,0.133333,0.133333,0
neg_639,0.266667,0.066667,0.133333,0.0,0.533333,0
neg_640,0.466667,0.0,0.266667,0.0,0.266667,0
neg_641,0.4,0.066667,0.133333,0.2,0.2,0
neg_642,0.266667,0.066667,0.2,0.0,0.466667,0
neg_643,0.266667,0.2,0.0,0.0,0.533333,0
neg_644,0.4,0.066667,0.2,0.066667,0.266667,0
neg_645,0.6,0.066667,0.133333,0.066667,0.133333,0
neg_646,0.35,0.05,0.1,0.1,0.4,0
neg_647,0.333333,0.066667,0.066667,0.133333,0.4,0
neg_648,0.266667,0.066667,0.066667,0.266667,0.333333,0
neg_649,0.133333,0.266667,0.133333,0.2,0.266667,0
neg_650,0.333333,0.133333,0.2,0.066667,0.266667,0
neg_651,0.466667,0.0,0.266667,0.133333,0.133333,0
neg_652,0.4,0.266667,0.133333,0.0,0.2,0
neg_653,0.4,0.066667,0.133333,0.2,0.2,0
neg_654,0.266667,0.0,0.466667,0.2,0.066667,0
neg_655,0.35,0.25,0.1,0.05,0.25,0
neg_656,0.466667,0.0,0.066667,0.133333,0.333333,0
neg_657,0.333333,0.066667,0.4,0.133333,0.066667,0
neg_658,0.2,0.133333,0.333333,0.266667,0.066667,0
neg_659,0.466667,0.0,0.2,0.133333,0.2,0
neg_660,0.133333,0.2,0.266667,0.133333,0.266667,0
neg_661,0.266667,0.133333,0.2,0.2,0.2,0
neg_662,0.333333,0.133333,0.133333,0.133333,0.266667,0
neg_663,0.333333,0.2,0.0,0.133333,0.333333,0
neg_664,0.6,0.066667,0.0,0.0,0.333333,0
neg_665,0.333333,0.066667,0.066667,0.2,0.333333,0
neg_666,0.333333,0.133333,0.2,0.133333,0.2,0
neg_667,0.4,0.133333,0.133333,0.066667,0.266667,0
neg_668,0.2,0.066667,0.133333,0.133333,0.466667,0
neg_669,0.266667,0.2,0.2,0.0,0.333333,0
neg_670,0.4,0.066667,0.133333,0.133333,0.266667,0
neg_671,0.533333,0.066667,0.133333,0.133333,0.133333,0
neg_672,0.473684,0.052632,0.052632,0.157895,0.263158,0
neg_673,0.533333,0.066667,0.066667,0.066667,0.266667,0
neg_674,0.466667,0.0,0.066667,0.0,0.466667,0
neg_675,0.266667,0.133333,0.133333,0.066667,0.4,0
neg_676,0.533333,0.0,0.066667,0.133333,0.266667,0
neg_677,0.266667,0.2,0.0,0.0,0.533333,0
neg_678,0.4,0.133333,0.0,0.2,0.266667,0
neg_679,0.266667,0.2,0.066667,0.2,0.266667,0
neg_680,0.466667,0.0,0.133333,0.0,0.4,0
neg_681,0.4,0.0,0.066667,0.2,0.333333,0
neg_682,0.266667,0.133333,0.133333,0.266667,0.2,0
neg_683,0.333333,0.0,0.066667,0.2,0.4,0
neg_684,0.533333,0.0,0.266667,0.066667,0.133333,0
neg_685,0.333333,0.0,0.266667,0.266667,0.133333,0
neg_686,0.533333,0.0,0.0,0.2,0.266667,0
neg_687,0.533333,0.0,0.133333,0.2,0.133333,0
neg_688,0.4,0.133333,0.2,0.2,0.066667,0
neg_689,0.533333,0.0,0.2,0.133333,0.133333,0
neg_690,0.333333,0.0,0.2,0.133333,0.333333,0
neg_691,0.266667,0.133333,0.066667,0.2,0.333333,0
neg_692,0.388889,0.0,0.166667,0.055556,0.388889,0
neg_693,0.4,0.066667,0.266667,0.066667,0.2,0
neg_694,0.6,0.0,0.066667,0.133333,0.2,0
neg_695,0.466667,0.066667,0.266667,0.066667,0.133333,0
neg_696,0.2,0.066667,0.133333,0.0,0.6,0
neg_697,0.181818,0.090909,0.227273,0.136364,0.363636,0
neg_698,0.266667,0.066667,0.333333,0.0,0.333333,0
neg_699,0.466667,0.066667,0.133333,0.066667,0.266667,0
neg_700,0.4,0.133333,0.066667,0.066667,0.333333,0
neg_701,0.466667,0.2,0.066667,0.133333,0.133333,0
neg_702,0.333333,0.066667,0.066667,0.066667,0.466667,0
neg_703,0.666667,0.0,0.133333,0.066667,0.133333,0
neg_704,0.391304,0.043478,0.26087,0.043478,0.26087,0
neg_705,0.4,0.066667,0.133333,0.066667,0.333333,0
neg_706,0.133333,0.066667,0.266667,0.133333,0.4,0
neg_707,0.466667,0.0,0.066667,0.066667,0.4,0
neg_708,0.533333,0.066667,0.066667,0.066667,0.266667,0
neg_709,0.4,0.133333,0.066667,0.2,0.2,0
neg_710,0.733333,0.133333,0.133333,0.0,0.0,0
neg_711,0.333333,0.133333,0.066667,0.133333,0.333333,0
neg_712,0.466667,0.0,0.0,0.266667,0.266667,0
neg_713,0.466667,0.0,0.133333,0.133333,0.266667,0
neg_714,0.266667,0.266667,0.0,0.066667,0.4,0
neg_715,0.333333,0.266667,0.133333,0.133333,0.133333,0
neg_716,0.35,0.0,0.05,0.2,0.4,0
neg_717,0.4,0.1,0.1,0.15,0.25,0
neg_718,0.333333,0.133333,0.066667,0.2,0.266667,0
neg_719,0.4,0.066667,0.066667,0.2,0.266667,0
neg_720,0.133333,0.066667,0.066667,0.066667,0.666667,0
neg_721,0.4,0.0,0.2,0.266667,0.133333,0
neg_722,0.5,0.071429,0.071429,0.0,0.357143,0
neg_723,0.333333,0.133333,0.2,0.066667,0.266667,0
neg_724,0.7,0.2,0.0,0.05,0.05,0
neg_725,0.133333,0.2,0.2,0.066667,0.4,0
neg_726,0.4,0.2,0.066667,0.2,0.133333,0
neg_727,0.466667,0.0,0.133333,0.133333,0.266667,0
neg_728,0.6,0.133333,0.066667,0.0,0.2,0
neg_729,0.4,0.133333,0.133333,0.0,0.333333,0
neg_730,0.466667,0.066667,0.2,0.0,0.266667,0
neg_731,0.333333,0.0,0.133333,0.066667,0.466667,0
neg_732,0.333333,0.2,0.133333,0.066667,0.266667,0
neg_733,0.466667,0.0,0.266667,0.066667,0.2,0
neg_734,0.333333,0.266667,0.2,0.133333,0.066667,0
neg_735,0.45,0.05,0.15,0.05,0.3,0
neg_736,0.533333,0.066667,0.066667,0.066667,0.266667,0
neg_737,0.4,0.133333,0.066667,0.266667,0.133333,0
neg_738,0.533333,0.066667,0.2,0.0,0.2,0
neg_739,0.45,0.05,0.25,0.1,0.15,0
neg_740,0.2,0.2,0.066667,0.133333,0.4,0
neg_741,0.285714,0.047619,0.0,0.142857,0.52381,0
neg_742,0.4,0.0,0.2,0.133333,0.266667,0
neg_743,0.466667,0.066667,0.066667,0.333333,0.066667,0
neg_744,0.4,0.133333,0.133333,0.066667,0.266667,0
neg_745,0.333333,0.0,0.266667,0.0,0.4,0
neg_746,0.35,0.1,0.05,0.15,0.35,0
neg_747,0.35,0.05,0.1,0.25,0.25,0
neg_748,0.2,0.066667,0.333333,0.066667,0.333333,0
neg_749,0.4,0.066667,0.066667,0.0,0.466667,0
neg_750,0.6,0.0,0.266667,0.066667,0.066667,0
neg_751,0.4,0.066667,0.133333,0.2,0.2,0
neg_752,0.315789,0.0,0.157895,0.052632,0.473684,0
neg_753,0.533333,0.066667,0.2,0.133333,0.066667,0
neg_754,0.533333,0.0,0.2,0.266667,0.0,0
neg_755,0.2,0.066667,0.133333,0.066667,0.533333,0
neg_756,0.266667,0.066667,0.133333,0.2,0.333333,0
neg_757,0.333333,0.0,0.066667,0.0,0.6,0
neg_758,0.533333,0.133333,0.133333,0.066667,0.133333,0
neg_759,0.466667,0.0,0.133333,0.0,0.4,0
neg_760,0.4,0.133333,0.066667,0.133333,0.266667,0
neg_761,0.266667,0.2,0.066667,0.066667,0.4,0
neg_762,0.266667,0.066667,0.2,0.133333,0.333333,0
neg_763,0.333333,0.2,0.333333,0.066667,0.066667,0
neg_764,0.4,0.066667,0.133333,0.133333,0.266667,0
neg_765,0.466667,0.133333,0.0,0.2,0.2,0
neg_766,0.789474,0.105263,0.052632,0.0,0.052632,0
neg_767,0.266667,0.2,0.133333,0.133333,0.266667,0
neg_768,0.466667,0.066667,0.133333,0.2,0.133333,0
neg_769,0.45,0.15,0.05,0.15,0.2,0
neg_770,0.466667,0.066667,0.0,0.0,0.466667,0
neg_771,0.6,0.0,0.0,0.0,0.4,0
neg_772,0.4,0.066667,0.2,0.066667,0.266667,0
neg_773,0.533333,0.0,0.266667,0.0,0.2,0
neg_774,0.210526,0.105263,0.0,0.105263,0.578947,0
neg_775,0.266667,0.066667,0.2,0.2,0.266667,0
neg_776,0.533333,0.0,0.066667,0.066667,0.333333,0
neg_777,0.466667,0.066667,0.066667,0.066667,0.333333,0
neg_778,0.2,0.266667,0.266667,0.0,0.266667,0
neg_779,0.333333,0.2,0.066667,0.133333,0.266667,0
neg_780,0.333333,0.0,0.2,0.133333,0.333333,0
neg_781,0.466667,0.066667,0.133333,0.133333,0.2,0
neg_782,0.333333,0.277778,0.055556,0.111111,0.222222,0
neg_783,0.466667,0.0,0.333333,0.0,0.2,0
neg_784,0.2,0.05,0.05,0.2,0.5,0
neg_785,0.333333,0.2,0.066667,0.133333,0.266667,0
neg_786,0.4,0.0,0.066667,0.333333,0.2,0
neg_787,0.1875,0.125,0.1875,0.0,0.5,0
neg_788,0.45,0.1,0.1,0.05,0.3,0
neg_789,0.3,0.15,0.2,0.25,0.1,0
neg_790,0.4,0.0,0.266667,0.0,0.333333,0
neg_791,0.333333,0.133333,0.066667,0.133333,0.333333,0
neg_792,0.133333,0.066667,0.266667,0.2,0.333333,0
neg_793,0.4,0.066667,0.133333,0.066667,0.333333,0
neg_794,0.8,0.0,0.066667,0.0,0.133333,0
neg_795,0.133333,0.133333,0.066667,0.066667,0.6,0
neg_796,0.333333,0.0,0.2,0.066667,0.4,0
neg_797,0.533333,0.066667,0.066667,0.133333,0.2,0
neg_798,0.4,0.0,0.0,0.4,0.2,0
neg_799,0.157895,0.0,0.105263,0.0,0.736842,0
neg_800,0.4,0.066667,0.2,0.0,0.333333,0
neg_801,0.533333,0.0,0.066667,0.2,0.2,0
neg_802,0.333333,0.0,0.066667,0.266667,0.333333,0
neg_803,0.2,0.266667,0.066667,0.133333,0.333333,0
neg_804,0.266667,0.066667,0.0,0.2,0.466667,0
neg_805,0.466667,0.0,0.0,0.066667,0.466667,0
neg_806,0.2,0.133333,0.133333,0.4,0.133333,0
neg_807,0.333333,0.133333,0.133333,0.0,0.4,0
neg_808,0.466667,0.066667,0.133333,0.0,0.333333,0
neg_809,0.266667,0.2,0.2,0.0,0.333333,0
neg_810,0.266667,0.133333,0.066667,0.2,0.333333,0
neg_811,0.266667,0.133333,0.0,0.0,0.6,0
neg_812,0.4,0.0,0.266667,0.2,0.133333,0
neg_813,0.666667,0.2,0.0,0.133333,0.0,0
neg_814,0.333333,0.0,0.133333,0.2,0.333333,0
neg_815,0.266667,0.133333,0.2,0.4,0.0,0
neg_816,0.733333,0.0,0.0,0.0,0.266667,0
neg_817,0.333333,0.133333,0.133333,0.066667,0.333333,0
neg_818,0.533333,0.0,0.066667,0.066667,0.333333,0
neg_819,0.2,0.133333,0.133333,0.133333,0.4,0
neg_820,0.6,0.066667,0.066667,0.066667,0.2,0
neg_821,0.533333,0.066667,0.266667,0.0,0.133333,0
neg_822,0.333333,0.066667,0.2,0.133333,0.266667,0
neg_823,0.333333,0.133333,0.133333,0.133333,0.266667,0
neg_824,0.266667,0.133333,0.266667,0.0,0.333333,0
neg_825,0.6,0.133333,0.0,0.066667,0.2,0
neg_826,0.166667,0.111111,0.0,0.111111,0.611111,0
neg_827,0.6,0.066667,0.066667,0.066667,0.2,0
neg_828,0.4,0.133333,0.133333,0.2,0.133333,0
neg_829,0.4,0.05,0.2,0.1,0.25,0
neg_830,0.466667,0.066667,0.133333,0.066667,0.266667,0
neg_831,0.6,0.066667,0.133333,0.0,0.2,0
neg_832,0.4,0.0,0.266667,0.066667,0.266667,0
neg_833,0.266667,0.066667,0.133333,0.0,0.533333,0
neg_834,0.4,0.2,0.2,0.133333,0.066667,0
neg_835,0.333333,0.0,0.066667,0.066667,0.533333,0
neg_836,0.266667,0.066667,0.2,0.066667,0.4,0
neg_837,0.4,0.0,0.2,0.2,0.2,0
neg_838,0.6,0.066667,0.0,0.0,0.333333,0
neg_839,0.533333,0.066667,0.133333,0.2,0.066667,0
neg_840,0.333333,0.066667,0.066667,0.133333,0.4,0
neg_841,0.266667,0.333333,0.066667,0.0,0.333333,0
neg_842,0.533333,0.133333,0.066667,0.066667,0.2,0
neg_843,0.466667,0.066667,0.133333,0.133333,0.2,0
neg_844,0.3,0.05,0.2,0.15,0.3,0
neg_845,0.333333,0.133333,0.133333,0.2,0.2,0
neg_846,0.533333,0.0,0.066667,0.066667,0.333333,0
neg_847,0.533333,0.0,0.133333,0.066667,0.266667,0
neg_848,0.333333,0.2,0.133333,0.2,0.133333,0
neg_849,0.4,0.2,0.133333,0.066667,0.2,0
neg_850,0.2,0.0,0.133333,0.066667,0.6,0
neg_851,0.4,0.133333,0.0,0.0,0.466667,0
neg_852,0.333333,0.2,0.066667,0.133333,0.266667,0
neg_853,0.2,0.2,0.2,0.2,0.2,0
neg_854,0.533333,0.0,0.2,0.133333,0.133333,0
neg_855,0.133333,0.133333,0.066667,0.2,0.466667,0
neg_856,0.466667,0.066667,0.066667,0.133333,0.266667,0
neg_857,0.533333,0.066667,0.133333,0.066667,0.2,0
neg_858,0.333333,0.0,0.133333,0.133333,0.4,0
neg_859,0.533333,0.0,0.066667,0.266667,0.133333,0
neg_860,0.333333,0.066667,0.0,0.0,0.6,0
neg_861,0.266667,0.066667,0.266667,0.133333,0.266667,0
neg_862,0.333333,0.066667,0.133333,0.266667,0.2,0
neg_863,0.266667,0.2,0.2,0.133333,0.2,0
neg_864,0.2,0.0,0.133333,0.133333,0.533333,0
neg_865,0.6,0.0,0.133333,0.133333,0.133333,0
neg_866,0.533333,0.0,0.133333,0.2,0.133333,0
neg_867,0.6,0.066667,0.066667,0.0,0.266667,0
neg_868,0.444444,0.055556,0.222222,0.166667,0.111111,0
neg_869,0.333333,0.066667,0.133333,0.066667,0.4,0
neg_870,0.266667,0.066667,0.133333,0.2,0.333333,0
neg_871,0.4,0.066667,0.2,0.133333,0.2,0
neg_872,0.266667,0.066667,0.066667,0.066667,0.533333,0
neg_873,0.466667,0.066667,0.0,0.066667,0.4,0
neg_874,0.333333,0.066667,0.133333,0.133333,0.333333,0
neg_875,0.666667,0.066667,0.133333,0.066667,0.066667,0
neg_876,0.666667,0.0,0.066667,0.0,0.266667,0
neg_877,0.466667,0.0,0.2,0.0,0.333333,0
neg_878,0.4,0.0,0.133333,0.4,0.066667,0
neg_879,0.266667,0.066667,0.133333,0.133333,0.4,0
neg_880,0.266667,0.066667,0.2,0.133333,0.333333,0
neg_881,0.333333,0.066667,0.0,0.133333,0.466667,0
neg_882,0.266667,0.266667,0.266667,0.0,0.2,0
neg_883,0.3,0.0,0.05,0.25,0.4,0
