seq_id,CTDC_Hydrophobicity_G1,CTDC_Hydrophobicity_G2,CTDC_Hydrophobicity_G3,CTDC_VanDerWaals_G1,CTDC_VanDerWaals_G2,CTDC_VanDerWaals_G3,CTDC_Polarity_G1,CTDC_Polarity_G2,CTDC_Polarity_G3,CTDC_Polarizability_G1,CTDC_Polarizability_G2,CTDC_Polarizability_G3,CTDC_Charge_G1,CTDC_Charge_G2,CTDC_Charge_G3,CTDC_SecondaryStructure_G1,CTDC_SecondaryStructure_G2,CTDC_SecondaryStructure_G3,CTDC_SolventAccessibility_G1,CTDC_SolventAccessibility_G2,CTDC_SolventAccessibility_G3,label
neg_971,0.266667,0.6,0.133333,0.8,0.2,0.0,0.133333,0.6,0.266667,0.666667,0.333333,0.0,0.0,0.8,0.2,0.066667,0.333333,0.6,0.333333,0.266667,0.4,0
neg_972,0.266667,0.466667,0.266667,0.533333,0.333333,0.133333,0.266667,0.4,0.333333,0.4,0.466667,0.133333,0.066667,0.866667,0.066667,0.333333,0.333333,0.333333,0.466667,0.266667,0.266667,0
neg_973,0.533333,0.133333,0.333333,0.133333,0.666667,0.2,0.4,0.066667,0.533333,0.133333,0.666667,0.2,0.133333,0.666667,0.2,0.666667,0.2,0.133333,0.4,0.533333,0.066667,0
neg_974,0.333333,0.4,0.266667,0.266667,0.333333,0.4,0.333333,0.266667,0.4,0.266667,0.333333,0.4,0.133333,0.8,0.066667,0.333333,0.4,0.266667,0.333333,0.333333,0.333333,0
neg_975,0.466667,0.133333,0.4,0.133333,0.666667,0.2,0.466667,0.066667,0.466667,0.133333,0.666667,0.2,0.133333,0.666667,0.2,0.533333,0.333333,0.133333,0.4,0.466667,0.133333,0
neg_976,0.466667,0.2,0.333333,0.2,0.4,0.4,0.4,0.133333,0.466667,0.066667,0.533333,0.4,0.266667,0.6,0.133333,0.6,0.266667,0.133333,0.4,0.466667,0.133333,0
neg_977,0.133333,0.6,0.266667,0.666667,0.2,0.133333,0.266667,0.6,0.133333,0.4,0.466667,0.133333,0.066667,0.866667,0.066667,0.4,0.2,0.4,0.466667,0.133333,0.4,0
neg_978,0.466667,0.266667,0.266667,0.266667,0.4,0.333333,0.333333,0.133333,0.533333,0.2,0.466667,0.333333,0.133333,0.733333,0.133333,0.466667,0.2,0.333333,0.333333,0.466667,0.2,0
neg_979,0.2,0.6,0.2,0.666667,0.266667,0.066667,0.2,0.6,0.2,0.6,0.333333,0.066667,0.066667,0.866667,0.066667,0.266667,0.4,0.333333,0.533333,0.2,0.266667,0
neg_980,0.4,0.266667,0.333333,0.266667,0.4,0.333333,0.4,0.2,0.4,0.133333,0.533333,0.333333,0.066667,0.733333,0.2,0.466667,0.2,0.333333,0.2,0.4,0.4,0
neg_981,0.4,0.333333,0.266667,0.333333,0.4,0.266667,0.266667,0.266667,0.466667,0.333333,0.4,0.266667,0.2,0.666667,0.133333,0.666667,0.133333,0.2,0.533333,0.4,0.066667,0
neg_982,0.4,0.266667,0.333333,0.333333,0.4,0.266667,0.333333,0.266667,0.4,0.333333,0.4,0.266667,0.133333,0.8,0.066667,0.266667,0.4,0.333333,0.4,0.4,0.2,0
neg_983,0.2,0.4,0.4,0.333333,0.266667,0.4,0.466667,0.266667,0.266667,0.266667,0.333333,0.4,0.133333,0.8,0.066667,0.4,0.266667,0.333333,0.466667,0.2,0.333333,0
neg_984,0.333333,0.333333,0.333333,0.4,0.266667,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.2,0.733333,0.066667,0.333333,0.333333,0.333333,0.466667,0.333333,0.2,0
neg_985,0.2,0.4,0.4,0.533333,0.2,0.266667,0.466667,0.333333,0.2,0.333333,0.4,0.266667,0.133333,0.8,0.066667,0.2,0.533333,0.266667,0.6,0.2,0.2,0
neg_986,0.133333,0.8,0.066667,0.8,0.133333,0.066667,0.066667,0.8,0.133333,0.2,0.733333,0.066667,0.066667,0.933333,0.0,0.333333,0.066667,0.6,0.2,0.133333,0.666667,0
neg_987,0.466667,0.533333,0.0,0.4,0.266667,0.333333,0.2,0.333333,0.466667,0.4,0.266667,0.333333,0.133333,0.6,0.266667,0.466667,0.4,0.133333,0.133333,0.466667,0.4,0
neg_988,0.266667,0.333333,0.4,0.466667,0.333333,0.2,0.466667,0.266667,0.266667,0.4,0.4,0.2,0.0,0.866667,0.133333,0.0,0.6,0.4,0.4,0.266667,0.333333,0
neg_989,0.533333,0.066667,0.4,0.133333,0.466667,0.4,0.4,0.066667,0.533333,0.133333,0.466667,0.4,0.333333,0.6,0.066667,0.666667,0.266667,0.066667,0.466667,0.533333,0.0,0
neg_990,0.4,0.4,0.2,0.466667,0.266667,0.266667,0.2,0.4,0.4,0.4,0.333333,0.266667,0.2,0.6,0.2,0.4,0.266667,0.333333,0.466667,0.4,0.133333,0
neg_991,0.333333,0.4,0.266667,0.533333,0.266667,0.2,0.266667,0.4,0.333333,0.533333,0.266667,0.2,0.133333,0.733333,0.133333,0.4,0.2,0.4,0.466667,0.333333,0.2,0
neg_992,0.4,0.266667,0.333333,0.4,0.4,0.2,0.333333,0.266667,0.4,0.4,0.4,0.2,0.133333,0.733333,0.133333,0.4,0.266667,0.333333,0.466667,0.4,0.133333,0
neg_993,0.333333,0.466667,0.2,0.4,0.4,0.2,0.2,0.333333,0.466667,0.4,0.4,0.2,0.066667,0.866667,0.066667,0.733333,0.066667,0.2,0.466667,0.333333,0.2,0
neg_994,0.4,0.333333,0.266667,0.333333,0.2,0.466667,0.333333,0.266667,0.4,0.2,0.333333,0.466667,0.266667,0.6,0.133333,0.533333,0.2,0.266667,0.333333,0.4,0.266667,0
neg_995,0.4,0.2,0.4,0.266667,0.6,0.133333,0.4,0.2,0.4,0.2,0.666667,0.133333,0.133333,0.733333,0.133333,0.466667,0.4,0.133333,0.4,0.4,0.2,0
neg_996,0.4,0.4,0.2,0.4,0.266667,0.333333,0.266667,0.333333,0.4,0.266667,0.4,0.333333,0.2,0.733333,0.066667,0.266667,0.2,0.533333,0.2,0.4,0.4,0
neg_997,0.466667,0.2,0.333333,0.333333,0.6,0.066667,0.333333,0.2,0.466667,0.333333,0.6,0.066667,0.066667,0.8,0.133333,0.4,0.266667,0.333333,0.466667,0.466667,0.066667,0
neg_998,0.333333,0.133333,0.533333,0.266667,0.466667,0.266667,0.533333,0.133333,0.333333,0.2,0.533333,0.266667,0.133333,0.733333,0.133333,0.466667,0.4,0.133333,0.6,0.333333,0.066667,0
neg_999,0.533333,0.4,0.066667,0.466667,0.4,0.133333,0.066667,0.4,0.533333,0.266667,0.6,0.133333,0.133333,0.666667,0.2,0.466667,0.066667,0.466667,0.266667,0.533333,0.2,0
neg_1000,0.266667,0.266667,0.466667,0.2,0.466667,0.333333,0.533333,0.133333,0.333333,0.133333,0.533333,0.333333,0.133333,0.8,0.066667,0.533333,0.4,0.066667,0.533333,0.266667,0.2,0
neg_1001,0.4,0.4,0.2,0.133333,0.2,0.666667,0.4,0.133333,0.466667,0.066667,0.266667,0.666667,0.2,0.8,0.0,0.466667,0.4,0.133333,0.133333,0.4,0.466667,0
neg_1002,0.6,0.3,0.1,0.4,0.5,0.1,0.1,0.3,0.6,0.25,0.65,0.1,0.05,0.6,0.35,0.35,0.05,0.6,0.25,0.6,0.15,0
neg_1003,0.333333,0.277778,0.388889,0.388889,0.277778,0.333333,0.388889,0.277778,0.333333,0.166667,0.5,0.333333,0.222222,0.722222,0.055556,0.5,0.222222,0.277778,0.333333,0.333333,0.333333,0
neg_1004,0.266667,0.466667,0.266667,0.466667,0.4,0.133333,0.266667,0.466667,0.266667,0.4,0.466667,0.133333,0.066667,0.8,0.133333,0.466667,0.266667,0.266667,0.466667,0.266667,0.266667,0
neg_1005,0.4,0.333333,0.266667,0.333333,0.266667,0.4,0.333333,0.2,0.466667,0.333333,0.266667,0.4,0.133333,0.666667,0.2,0.4,0.333333,0.266667,0.4,0.4,0.2,0
neg_1006,0.2,0.8,0.0,0.8,0.2,0.0,0.0,0.8,0.2,0.8,0.2,0.0,0.0,0.866667,0.133333,0.133333,0.0,0.866667,0.0,0.2,0.8,0
neg_1007,0.133333,0.466667,0.4,0.533333,0.266667,0.2,0.466667,0.333333,0.2,0.333333,0.466667,0.2,0.0,0.866667,0.133333,0.4,0.4,0.2,0.4,0.133333,0.466667,0
neg_1008,0.2,0.466667,0.333333,0.333333,0.266667,0.4,0.466667,0.266667,0.266667,0.266667,0.333333,0.4,0.066667,0.866667,0.066667,0.533333,0.333333,0.133333,0.4,0.2,0.4,0
neg_1009,0.2,0.466667,0.333333,0.2,0.4,0.4,0.533333,0.2,0.266667,0.2,0.4,0.4,0.066667,0.866667,0.066667,0.333333,0.533333,0.133333,0.466667,0.2,0.333333,0
neg_1010,0.2,0.4,0.4,0.4,0.4,0.2,0.4,0.4,0.2,0.266667,0.533333,0.2,0.066667,0.933333,0.0,0.333333,0.2,0.466667,0.6,0.2,0.2,0
neg_1011,0.3125,0.25,0.4375,0.375,0.3125,0.3125,0.5,0.1875,0.3125,0.3125,0.375,0.3125,0.0625,0.75,0.1875,0.375,0.375,0.25,0.5625,0.3125,0.125,0
neg_1012,0.466667,0.266667,0.266667,0.2,0.6,0.2,0.333333,0.2,0.466667,0.2,0.6,0.2,0.066667,0.8,0.133333,0.666667,0.133333,0.2,0.266667,0.466667,0.266667,0
neg_1013,0.133333,0.533333,0.333333,0.4,0.333333,0.266667,0.466667,0.4,0.133333,0.266667,0.466667,0.266667,0.066667,0.933333,0.0,0.2,0.6,0.2,0.4,0.133333,0.466667,0
neg_1014,0.266667,0.4,0.333333,0.4,0.333333,0.266667,0.4,0.333333,0.266667,0.2,0.533333,0.266667,0.2,0.733333,0.066667,0.466667,0.333333,0.2,0.466667,0.266667,0.266667,0
neg_1015,0.333333,0.466667,0.2,0.4,0.333333,0.266667,0.266667,0.333333,0.4,0.266667,0.466667,0.266667,0.066667,0.733333,0.2,0.466667,0.266667,0.266667,0.266667,0.333333,0.4,0
neg_1016,0.266667,0.533333,0.2,0.4,0.2,0.4,0.2,0.4,0.4,0.4,0.2,0.4,0.266667,0.733333,0.0,0.533333,0.266667,0.2,0.466667,0.266667,0.266667,0
neg_1017,0.333333,0.266667,0.4,0.333333,0.466667,0.2,0.4,0.266667,0.333333,0.2,0.6,0.2,0.133333,0.666667,0.2,0.466667,0.266667,0.266667,0.4,0.333333,0.266667,0
neg_1018,0.4,0.3,0.3,0.3,0.55,0.15,0.3,0.3,0.4,0.25,0.6,0.15,0.1,0.7,0.2,0.6,0.15,0.25,0.5,0.4,0.1,0
neg_1019,0.466667,0.266667,0.266667,0.466667,0.333333,0.2,0.333333,0.2,0.466667,0.4,0.4,0.2,0.133333,0.533333,0.333333,0.466667,0.333333,0.2,0.4,0.466667,0.133333,0
neg_1020,0.533333,0.133333,0.333333,0.333333,0.2,0.466667,0.333333,0.133333,0.533333,0.333333,0.2,0.466667,0.2,0.533333,0.266667,0.466667,0.266667,0.266667,0.266667,0.533333,0.2,0
neg_1021,0.4,0.333333,0.266667,0.333333,0.4,0.266667,0.4,0.2,0.4,0.266667,0.466667,0.266667,0.066667,0.8,0.133333,0.133333,0.466667,0.4,0.266667,0.4,0.333333,0
neg_1022,0.4,0.266667,0.333333,0.066667,0.333333,0.6,0.533333,0.066667,0.4,0.066667,0.333333,0.6,0.133333,0.8,0.066667,0.6,0.333333,0.066667,0.266667,0.4,0.333333,0
neg_1023,0.25,0.4,0.35,0.3,0.4,0.3,0.45,0.25,0.3,0.3,0.4,0.3,0.0,0.9,0.1,0.3,0.45,0.25,0.4,0.25,0.35,0
neg_1024,0.533333,0.266667,0.2,0.266667,0.133333,0.6,0.2,0.2,0.6,0.266667,0.133333,0.6,0.466667,0.466667,0.066667,0.666667,0.133333,0.2,0.333333,0.533333,0.133333,0
neg_1025,0.533333,0.133333,0.333333,0.0,0.333333,0.666667,0.4,0.0,0.6,0.0,0.333333,0.666667,0.266667,0.733333,0.0,0.6,0.333333,0.066667,0.266667,0.533333,0.2,0
neg_1026,0.4,0.266667,0.333333,0.333333,0.466667,0.2,0.4,0.2,0.4,0.2,0.6,0.2,0.066667,0.8,0.133333,0.266667,0.4,0.333333,0.333333,0.4,0.266667,0
neg_1027,0.2,0.466667,0.333333,0.466667,0.466667,0.066667,0.333333,0.466667,0.2,0.466667,0.466667,0.066667,0.066667,0.8,0.133333,0.6,0.066667,0.333333,0.533333,0.2,0.266667,0
neg_1028,0.736842,0.157895,0.105263,0.210526,0.736842,0.052632,0.105263,0.157895,0.736842,0.157895,0.789474,0.052632,0.0,0.894737,0.105263,0.789474,0.052632,0.157895,0.105263,0.736842,0.157895,0
neg_1029,0.266667,0.2,0.533333,0.333333,0.6,0.066667,0.6,0.133333,0.266667,0.266667,0.666667,0.066667,0.0,0.733333,0.266667,0.333333,0.4,0.266667,0.6,0.266667,0.133333,0
neg_1030,0.266667,0.466667,0.266667,0.4,0.333333,0.266667,0.333333,0.4,0.266667,0.333333,0.4,0.266667,0.133333,0.8,0.066667,0.466667,0.266667,0.266667,0.266667,0.266667,0.466667,0
neg_1031,0.2,0.266667,0.533333,0.333333,0.6,0.066667,0.533333,0.266667,0.2,0.266667,0.666667,0.066667,0.066667,0.866667,0.066667,0.466667,0.266667,0.266667,0.666667,0.2,0.133333,0
neg_1032,0.533333,0.133333,0.333333,0.2,0.466667,0.333333,0.333333,0.133333,0.533333,0.2,0.466667,0.333333,0.133333,0.666667,0.2,0.733333,0.2,0.066667,0.4,0.533333,0.066667,0
neg_1033,0.2,0.466667,0.333333,0.4,0.333333,0.266667,0.4,0.333333,0.266667,0.266667,0.466667,0.266667,0.133333,0.8,0.066667,0.333333,0.266667,0.4,0.466667,0.2,0.333333,0
neg_1034,0.466667,0.266667,0.266667,0.133333,0.666667,0.2,0.4,0.133333,0.466667,0.066667,0.733333,0.2,0.066667,0.933333,0.0,0.466667,0.266667,0.266667,0.333333,0.466667,0.2,0
neg_1035,0.333333,0.2,0.466667,0.133333,0.533333,0.333333,0.466667,0.133333,0.4,0.133333,0.533333,0.333333,0.2,0.8,0.0,0.466667,0.266667,0.266667,0.533333,0.333333,0.133333,0
neg_1036,0.928571,0.071429,0.0,0.071429,0.857143,0.071429,0.0,0.071429,0.928571,0.071429,0.857143,0.071429,0.071429,0.928571,0.0,0.928571,0.0,0.071429,0.0,0.928571,0.071429,0
neg_1037,0.333333,0.4,0.266667,0.266667,0.333333,0.4,0.466667,0.2,0.333333,0.266667,0.333333,0.4,0.2,0.666667,0.133333,0.4,0.333333,0.266667,0.333333,0.333333,0.333333,0
neg_1038,0.333333,0.266667,0.4,0.266667,0.466667,0.266667,0.4,0.2,0.4,0.266667,0.466667,0.266667,0.2,0.733333,0.066667,0.4,0.333333,0.266667,0.4,0.333333,0.266667,0
neg_1039,0.590909,0.090909,0.318182,0.227273,0.636364,0.136364,0.318182,0.090909,0.590909,0.136364,0.727273,0.136364,0.090909,0.772727,0.136364,0.681818,0.181818,0.136364,0.318182,0.590909,0.090909,0
neg_1040,0.2,0.4,0.4,0.4,0.466667,0.133333,0.4,0.4,0.2,0.4,0.466667,0.133333,0.066667,0.866667,0.066667,0.6,0.133333,0.266667,0.6,0.2,0.2,0
neg_1041,0.357143,0.142857,0.5,0.214286,0.642857,0.142857,0.571429,0.071429,0.357143,0.071429,0.785714,0.142857,0.0,1.0,0.0,0.571429,0.428571,0.0,0.5,0.357143,0.142857,0
neg_1042,0.2,0.6,0.2,0.533333,0.2,0.266667,0.266667,0.466667,0.266667,0.333333,0.4,0.266667,0.066667,0.8,0.133333,0.266667,0.266667,0.466667,0.333333,0.2,0.466667,0
neg_1043,0.333333,0.466667,0.2,0.333333,0.2,0.466667,0.4,0.266667,0.333333,0.2,0.333333,0.466667,0.133333,0.666667,0.2,0.333333,0.4,0.266667,0.266667,0.333333,0.4,0
neg_1044,0.266667,0.466667,0.266667,0.333333,0.4,0.266667,0.4,0.333333,0.266667,0.333333,0.4,0.266667,0.133333,0.866667,0.0,0.466667,0.333333,0.2,0.466667,0.266667,0.266667,0
neg_1045,0.266667,0.6,0.133333,0.533333,0.266667,0.2,0.133333,0.466667,0.4,0.533333,0.266667,0.2,0.066667,0.866667,0.066667,0.466667,0.066667,0.466667,0.533333,0.266667,0.2,0
neg_1046,0.333333,0.333333,0.333333,0.333333,0.266667,0.4,0.4,0.2,0.4,0.333333,0.266667,0.4,0.133333,0.733333,0.133333,0.333333,0.4,0.266667,0.333333,0.333333,0.333333,0
neg_1047,0.133333,0.533333,0.333333,0.666667,0.266667,0.066667,0.333333,0.533333,0.133333,0.266667,0.666667,0.066667,0.066667,0.866667,0.066667,0.4,0.133333,0.466667,0.6,0.133333,0.266667,0
neg_1048,0.4,0.2,0.4,0.333333,0.466667,0.2,0.4,0.2,0.4,0.333333,0.466667,0.2,0.133333,0.733333,0.133333,0.466667,0.266667,0.266667,0.533333,0.4,0.066667,0
neg_1049,0.466667,0.066667,0.466667,0.2,0.533333,0.266667,0.466667,0.066667,0.466667,0.2,0.533333,0.266667,0.133333,0.666667,0.2,0.266667,0.466667,0.266667,0.533333,0.466667,0.0,0
neg_1050,0.333333,0.333333,0.333333,0.333333,0.533333,0.133333,0.4,0.266667,0.333333,0.266667,0.6,0.133333,0.0,0.866667,0.133333,0.533333,0.266667,0.2,0.533333,0.333333,0.133333,0
neg_1051,0.333333,0.4,0.266667,0.466667,0.266667,0.266667,0.266667,0.4,0.333333,0.4,0.333333,0.266667,0.266667,0.733333,0.0,0.666667,0.133333,0.2,0.466667,0.333333,0.2,0
neg_1052,0.4,0.333333,0.266667,0.466667,0.4,0.133333,0.266667,0.333333,0.4,0.266667,0.6,0.133333,0.133333,0.666667,0.2,0.466667,0.2,0.333333,0.4,0.4,0.2,0
neg_1053,0.4,0.466667,0.133333,0.4,0.2,0.4,0.333333,0.266667,0.4,0.333333,0.266667,0.4,0.2,0.666667,0.133333,0.4,0.466667,0.133333,0.2,0.4,0.4,0
neg_1054,0.266667,0.466667,0.266667,0.333333,0.333333,0.333333,0.333333,0.266667,0.4,0.333333,0.333333,0.333333,0.066667,0.8,0.133333,0.466667,0.333333,0.2,0.333333,0.266667,0.4,0
neg_1055,0.263158,0.263158,0.473684,0.263158,0.473684,0.263158,0.473684,0.157895,0.368421,0.157895,0.578947,0.263158,0.157895,0.842105,0.0,0.473684,0.473684,0.052632,0.578947,0.263158,0.157895,0
neg_1056,0.2,0.4,0.4,0.266667,0.466667,0.266667,0.4,0.266667,0.333333,0.266667,0.466667,0.266667,0.066667,0.866667,0.066667,0.6,0.2,0.2,0.6,0.2,0.2,0
neg_1057,0.266667,0.333333,0.4,0.333333,0.333333,0.333333,0.4,0.333333,0.266667,0.333333,0.333333,0.333333,0.266667,0.733333,0.0,0.466667,0.4,0.133333,0.466667,0.266667,0.266667,0
neg_1058,0.4,0.5,0.1,0.55,0.4,0.05,0.1,0.5,0.4,0.05,0.9,0.05,0.05,0.85,0.1,0.15,0.1,0.75,0.1,0.4,0.5,0
neg_1059,0.066667,0.8,0.133333,0.733333,0.133333,0.133333,0.133333,0.733333,0.133333,0.533333,0.333333,0.133333,0.066667,0.933333,0.0,0.466667,0.133333,0.4,0.333333,0.066667,0.6,0
neg_1060,0.133333,0.533333,0.333333,0.333333,0.4,0.266667,0.466667,0.333333,0.2,0.266667,0.466667,0.266667,0.066667,0.933333,0.0,0.266667,0.466667,0.266667,0.466667,0.133333,0.4,0
neg_1061,0.222222,0.388889,0.388889,0.444444,0.333333,0.222222,0.388889,0.333333,0.277778,0.277778,0.5,0.222222,0.0,0.888889,0.111111,0.333333,0.277778,0.388889,0.5,0.222222,0.277778,0
neg_1062,0.2,0.666667,0.133333,0.733333,0.133333,0.133333,0.2,0.6,0.2,0.733333,0.133333,0.133333,0.066667,0.8,0.133333,0.333333,0.266667,0.4,0.533333,0.2,0.266667,0
neg_1063,0.133333,0.466667,0.4,0.533333,0.333333,0.133333,0.466667,0.4,0.133333,0.333333,0.533333,0.133333,0.0,0.933333,0.066667,0.2,0.466667,0.333333,0.6,0.133333,0.266667,0
neg_1064,0.6,0.0,0.4,0.066667,0.733333,0.2,0.4,0.0,0.6,0.066667,0.733333,0.2,0.2,0.666667,0.133333,0.8,0.066667,0.133333,0.4,0.6,0.0,0
neg_1065,0.066667,0.933333,0.0,0.933333,0.066667,0.0,0.0,0.933333,0.066667,0.666667,0.333333,0.0,0.0,0.933333,0.066667,0.733333,0.0,0.266667,0.666667,0.066667,0.266667,0
neg_1066,0.533333,0.266667,0.2,0.133333,0.266667,0.6,0.333333,0.066667,0.6,0.133333,0.266667,0.6,0.333333,0.533333,0.133333,0.533333,0.4,0.066667,0.2,0.533333,0.266667,0
neg_1067,0.333333,0.4,0.266667,0.4,0.266667,0.333333,0.266667,0.4,0.333333,0.333333,0.333333,0.333333,0.2,0.733333,0.066667,0.533333,0.2,0.266667,0.266667,0.333333,0.4,0
neg_1068,0.333333,0.266667,0.4,0.266667,0.533333,0.2,0.466667,0.2,0.333333,0.266667,0.533333,0.2,0.0,0.8,0.2,0.466667,0.333333,0.2,0.466667,0.333333,0.2,0
neg_1069,0.363636,0.409091,0.227273,0.363636,0.363636,0.272727,0.272727,0.318182,0.409091,0.318182,0.409091,0.272727,0.136364,0.727273,0.136364,0.409091,0.272727,0.318182,0.227273,0.363636,0.409091,0
neg_1070,0.266667,0.4,0.333333,0.266667,0.4,0.333333,0.466667,0.266667,0.266667,0.2,0.466667,0.333333,0.133333,0.733333,0.133333,0.533333,0.266667,0.2,0.4,0.266667,0.333333,0
neg_1071,0.2,0.4,0.4,0.2,0.466667,0.333333,0.533333,0.2,0.266667,0.133333,0.533333,0.333333,0.133333,0.866667,0.0,0.466667,0.466667,0.066667,0.4,0.2,0.4,0
neg_1072,0.266667,0.466667,0.266667,0.533333,0.266667,0.2,0.266667,0.466667,0.266667,0.466667,0.333333,0.2,0.066667,0.8,0.133333,0.4,0.2,0.4,0.466667,0.266667,0.266667,0
neg_1073,0.066667,0.466667,0.466667,0.333333,0.4,0.266667,0.533333,0.333333,0.133333,0.333333,0.4,0.266667,0.0,1.0,0.0,0.6,0.4,0.0,0.666667,0.066667,0.266667,0
neg_1074,0.4,0.133333,0.466667,0.133333,0.466667,0.4,0.533333,0.066667,0.4,0.066667,0.533333,0.4,0.133333,0.733333,0.133333,0.4,0.4,0.2,0.4,0.4,0.2,0
neg_1075,0.4,0.266667,0.333333,0.266667,0.533333,0.2,0.333333,0.266667,0.4,0.2,0.6,0.2,0.2,0.666667,0.133333,0.666667,0.133333,0.2,0.466667,0.4,0.133333,0
neg_1076,0.266667,0.266667,0.466667,0.266667,0.533333,0.2,0.466667,0.266667,0.266667,0.2,0.6,0.2,0.066667,0.866667,0.066667,0.333333,0.466667,0.2,0.533333,0.266667,0.2,0
neg_1077,0.2,0.533333,0.266667,0.466667,0.266667,0.266667,0.333333,0.466667,0.2,0.333333,0.4,0.266667,0.133333,0.8,0.066667,0.266667,0.533333,0.2,0.4,0.2,0.4,0
neg_1078,0.4,0.25,0.35,0.35,0.45,0.2,0.35,0.2,0.45,0.25,0.55,0.2,0.1,0.75,0.15,0.55,0.25,0.2,0.4,0.4,0.2,0
neg_1079,0.4,0.066667,0.533333,0.066667,0.733333,0.2,0.6,0.0,0.4,0.066667,0.733333,0.2,0.0,0.8,0.2,0.4,0.333333,0.266667,0.466667,0.4,0.133333,0
neg_1080,0.333333,0.333333,0.333333,0.4,0.2,0.4,0.333333,0.266667,0.4,0.333333,0.266667,0.4,0.2,0.666667,0.133333,0.466667,0.4,0.133333,0.466667,0.333333,0.2,0
neg_1081,0.4,0.266667,0.333333,0.266667,0.4,0.333333,0.333333,0.266667,0.4,0.266667,0.4,0.333333,0.266667,0.6,0.133333,0.666667,0.2,0.133333,0.4,0.4,0.2,0
neg_1082,0.333333,0.266667,0.4,0.266667,0.533333,0.2,0.466667,0.2,0.333333,0.266667,0.533333,0.2,0.066667,0.666667,0.266667,0.333333,0.533333,0.133333,0.4,0.333333,0.266667,0
neg_1083,0.333333,0.4,0.266667,0.466667,0.266667,0.266667,0.333333,0.333333,0.333333,0.466667,0.266667,0.266667,0.066667,0.8,0.133333,0.2,0.333333,0.466667,0.466667,0.333333,0.2,0
neg_1084,0.4,0.266667,0.333333,0.333333,0.466667,0.2,0.333333,0.266667,0.4,0.333333,0.466667,0.2,0.133333,0.733333,0.133333,0.466667,0.266667,0.266667,0.4,0.4,0.2,0
neg_1085,0.4,0.4,0.2,0.266667,0.333333,0.4,0.4,0.2,0.4,0.133333,0.466667,0.4,0.133333,0.6,0.266667,0.333333,0.4,0.266667,0.2,0.4,0.4,0
neg_1086,0.133333,0.533333,0.333333,0.466667,0.466667,0.066667,0.4,0.466667,0.133333,0.4,0.533333,0.066667,0.0,1.0,0.0,0.333333,0.466667,0.2,0.466667,0.133333,0.4,0
neg_1087,0.533333,0.4,0.066667,0.466667,0.333333,0.2,0.066667,0.333333,0.6,0.466667,0.333333,0.2,0.133333,0.533333,0.333333,0.533333,0.0,0.466667,0.333333,0.533333,0.133333,0
neg_1088,0.266667,0.4,0.333333,0.533333,0.266667,0.2,0.4,0.333333,0.266667,0.466667,0.333333,0.2,0.0,0.733333,0.266667,0.333333,0.4,0.266667,0.533333,0.266667,0.2,0
neg_1089,0.266667,0.6,0.133333,0.4,0.266667,0.333333,0.266667,0.4,0.333333,0.333333,0.333333,0.333333,0.133333,0.866667,0.0,0.4,0.2,0.4,0.2,0.266667,0.533333,0
neg_1090,0.066667,0.266667,0.666667,0.333333,0.333333,0.333333,0.666667,0.266667,0.066667,0.266667,0.4,0.333333,0.066667,0.933333,0.0,0.533333,0.466667,0.0,0.8,0.066667,0.133333,0
neg_1091,0.266667,0.4,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.2,0.733333,0.066667,0.533333,0.2,0.266667,0.466667,0.266667,0.266667,0
neg_1092,0.133333,0.466667,0.4,0.466667,0.4,0.133333,0.4,0.4,0.2,0.466667,0.4,0.133333,0.0,0.933333,0.066667,0.466667,0.266667,0.266667,0.8,0.133333,0.066667,0
neg_1093,0.266667,0.333333,0.4,0.2,0.333333,0.466667,0.4,0.2,0.4,0.2,0.333333,0.466667,0.2,0.8,0.0,0.666667,0.133333,0.2,0.333333,0.266667,0.4,0
neg_1094,0.066667,0.466667,0.466667,0.466667,0.4,0.133333,0.466667,0.466667,0.066667,0.466667,0.4,0.133333,0.066667,0.933333,0.0,0.466667,0.2,0.333333,0.6,0.066667,0.333333,0
neg_1095,0.333333,0.4,0.266667,0.333333,0.533333,0.133333,0.4,0.266667,0.333333,0.333333,0.533333,0.133333,0.0,0.866667,0.133333,0.266667,0.333333,0.4,0.4,0.333333,0.266667,0
neg_1096,0.315789,0.263158,0.421053,0.263158,0.421053,0.315789,0.473684,0.157895,0.368421,0.263158,0.421053,0.315789,0.157895,0.736842,0.105263,0.473684,0.368421,0.157895,0.421053,0.315789,0.263158,0
neg_1097,0.2,0.466667,0.333333,0.333333,0.266667,0.4,0.4,0.266667,0.333333,0.333333,0.266667,0.4,0.066667,0.866667,0.066667,0.4,0.333333,0.266667,0.4,0.2,0.4,0
neg_1098,0.4,0.333333,0.266667,0.333333,0.4,0.266667,0.333333,0.266667,0.4,0.266667,0.466667,0.266667,0.133333,0.666667,0.2,0.466667,0.2,0.333333,0.333333,0.4,0.266667,0
neg_1099,0.166667,0.5,0.333333,0.5,0.388889,0.111111,0.388889,0.444444,0.166667,0.388889,0.5,0.111111,0.055556,0.944444,0.0,0.444444,0.388889,0.166667,0.611111,0.166667,0.222222,0
