seq_id,CTDT_Hydrophobicity_G1G2,CTDT_Hydrophobicity_G1G3,CTDT_Hydrophobicity_G2G3,CTDT_VanDerWaals_G1G2,CTDT_VanDerWaals_G1G3,CTDT_VanDerWaals_G2G3,CTDT_Polarity_G1G2,CTDT_Polarity_G1G3,CTDT_Polarity_G2G3,CTDT_Polarizability_G1G2,CTDT_Polarizability_G1G3,CTDT_Polarizability_G2G3,CTDT_Charge_G1G2,CTDT_Charge_G1G3,CTDT_Charge_G2G3,CTDT_SecondaryStructure_G1G2,CTDT_SecondaryStructure_G1G3,CTDT_SecondaryStructure_G2G3,CTDT_SolventAccessibility_G1G2,CTDT_SolventAccessibility_G1G3,CTDT_SolventAccessibility_G2G3,label
neg_932,0.214286,0.214286,0.285714,0.357143,0.214286,0.142857,0.285714,0.285714,0.142857,0.357143,0.214286,0.142857,0.142857,0.142857,0.285714,0.142857,0.142857,0.142857,0.357143,0.285714,0.071429,0
neg_933,0.388889,0.111111,0.055556,0.222222,0.111111,0.166667,0.0,0.166667,0.333333,0.333333,0.111111,0.166667,0.166667,0.0,0.111111,0.111111,0.277778,0.166667,0.388889,0.333333,0.111111,0
neg_934,0.142857,0.357143,0.0,0.142857,0.0,0.357143,0.0,0.357143,0.142857,0.142857,0.0,0.357143,0.214286,0.0,0.285714,0.071429,0.142857,0.0,0.428571,0.071429,0.071429,0
neg_935,0.071429,0.214286,0.214286,0.428571,0.0,0.0,0.214286,0.214286,0.071429,0.285714,0.0,0.0,0.0,0.0,0.142857,0.142857,0.142857,0.428571,0.214286,0.142857,0.071429,0
neg_936,0.357143,0.142857,0.071429,0.071429,0.357143,0.285714,0.142857,0.214286,0.285714,0.071429,0.357143,0.285714,0.357143,0.142857,0.142857,0.285714,0.214286,0.071429,0.428571,0.071429,0.071429,0
neg_937,0.285714,0.285714,0.285714,0.428571,0.142857,0.142857,0.285714,0.285714,0.285714,0.357143,0.071429,0.214286,0.142857,0.0,0.285714,0.071429,0.5,0.071429,0.571429,0.285714,0.0,0
neg_938,0.428571,0.357143,0.142857,0.285714,0.285714,0.142857,0.142857,0.357143,0.428571,0.142857,0.142857,0.285714,0.285714,0.0,0.285714,0.214286,0.5,0.0,0.571429,0.071429,0.214286,0
neg_939,0.285714,0.285714,0.285714,0.214286,0.142857,0.285714,0.214286,0.357143,0.214286,0.214286,0.142857,0.285714,0.0,0.0,0.285714,0.071429,0.285714,0.357143,0.285714,0.285714,0.285714,0
neg_940,0.357143,0.285714,0.142857,0.142857,0.214286,0.285714,0.142857,0.428571,0.214286,0.142857,0.142857,0.357143,0.428571,0.071429,0.071429,0.285714,0.214286,0.142857,0.357143,0.071429,0.285714,0
neg_941,0.214286,0.214286,0.428571,0.5,0.142857,0.142857,0.428571,0.214286,0.214286,0.357143,0.142857,0.142857,0.142857,0.0,0.285714,0.285714,0.357143,0.214286,0.214286,0.428571,0.214286,0
neg_942,0.071429,0.071429,0.214286,0.5,0.0,0.0,0.214286,0.071429,0.071429,0.285714,0.0,0.0,0.0,0.0,0.142857,0.214286,0.214286,0.071429,0.071429,0.071429,0.071429,0
neg_943,0.357143,0.0,0.142857,0.214286,0.5,0.142857,0.357143,0.071429,0.357143,0.214286,0.5,0.142857,0.142857,0.0,0.071429,0.142857,0.285714,0.285714,0.071429,0.214286,0.285714,0
neg_944,0.214286,0.214286,0.071429,0.142857,0.285714,0.071429,0.071429,0.214286,0.214286,0.142857,0.285714,0.071429,0.285714,0.142857,0.142857,0.285714,0.5,0.071429,0.214286,0.214286,0.214286,0
neg_945,0.571429,0.071429,0.0,0.642857,0.071429,0.0,0.0,0.071429,0.571429,0.642857,0.071429,0.0,0.0,0.0,0.428571,0.0,0.285714,0.071429,0.428571,0.071429,0.214286,0
neg_946,0.285714,0.142857,0.285714,0.214286,0.285714,0.214286,0.142857,0.285714,0.071429,0.214286,0.285714,0.214286,0.071429,0.071429,0.214286,0.142857,0.214286,0.214286,0.142857,0.285714,0.285714,0
neg_947,0.133333,0.0,0.266667,0.266667,0.133333,0.066667,0.266667,0.0,0.133333,0.266667,0.133333,0.066667,0.066667,0.0,0.066667,0.333333,0.2,0.2,0.066667,0.466667,0.066667,0
neg_948,0.214286,0.142857,0.142857,0.142857,0.357143,0.142857,0.142857,0.142857,0.357143,0.142857,0.285714,0.214286,0.285714,0.071429,0.071429,0.428571,0.071429,0.0,0.285714,0.142857,0.071429,0
neg_949,0.071429,0.071429,0.285714,0.285714,0.214286,0.214286,0.285714,0.071429,0.214286,0.214286,0.142857,0.285714,0.142857,0.0,0.0,0.142857,0.285714,0.214286,0.071429,0.5,0.071429,0
neg_950,0.105263,0.0,0.210526,0.157895,0.052632,0.052632,0.157895,0.052632,0.157895,0.210526,0.0,0.105263,0.0,0.0,0.105263,0.052632,0.157895,0.052632,0.052632,0.368421,0.052632,0
neg_951,0.142857,0.071429,0.571429,0.5,0.214286,0.142857,0.571429,0.071429,0.142857,0.5,0.214286,0.142857,0.142857,0.0,0.071429,0.285714,0.071429,0.071429,0.071429,0.142857,0.142857,0
neg_952,0.214286,0.142857,0.214286,0.142857,0.285714,0.214286,0.142857,0.214286,0.285714,0.142857,0.285714,0.214286,0.0,0.0,0.357143,0.142857,0.214286,0.214286,0.214286,0.285714,0.142857,0
neg_953,0.315789,0.0,0.105263,0.210526,0.210526,0.0,0.105263,0.0,0.421053,0.368421,0.105263,0.105263,0.0,0.0,0.315789,0.0,0.421053,0.0,0.105263,0.263158,0.210526,0
neg_954,0.071429,0.071429,0.285714,0.142857,0.071429,0.071429,0.214286,0.142857,0.0,0.285714,0.071429,0.071429,0.0,0.0,0.0,0.071429,0.357143,0.142857,0.071429,0.428571,0.071429,0
neg_955,0.071429,0.357143,0.142857,0.142857,0.214286,0.214286,0.142857,0.357143,0.071429,0.142857,0.214286,0.214286,0.214286,0.071429,0.071429,0.214286,0.071429,0.428571,0.428571,0.071429,0.0,0
neg_956,0.285714,0.071429,0.285714,0.285714,0.142857,0.214286,0.285714,0.071429,0.285714,0.285714,0.142857,0.214286,0.0,0.0,0.428571,0.071429,0.071429,0.285714,0.285714,0.214286,0.071429,0
neg_957,0.285714,0.285714,0.285714,0.285714,0.285714,0.214286,0.214286,0.357143,0.214286,0.285714,0.285714,0.214286,0.285714,0.071429,0.214286,0.285714,0.285714,0.142857,0.428571,0.285714,0.142857,0
neg_958,0.214286,0.428571,0.071429,0.142857,0.071429,0.071429,0.071429,0.428571,0.214286,0.142857,0.071429,0.071429,0.142857,0.0,0.214286,0.357143,0.071429,0.285714,0.571429,0.214286,0.071429,0
neg_959,0.071429,0.285714,0.357143,0.285714,0.071429,0.142857,0.285714,0.357143,0.142857,0.357143,0.071429,0.142857,0.071429,0.0,0.142857,0.285714,0.214286,0.071429,0.285714,0.214286,0.071429,0
neg_960,0.071429,0.428571,0.142857,0.428571,0.071429,0.285714,0.142857,0.428571,0.071429,0.428571,0.071429,0.285714,0.071429,0.142857,0.428571,0.142857,0.285714,0.142857,0.428571,0.071429,0.071429,0
neg_961,0.285714,0.285714,0.214286,0.071429,0.428571,0.214286,0.214286,0.285714,0.285714,0.0,0.357143,0.285714,0.428571,0.0,0.0,0.285714,0.142857,0.142857,0.214286,0.142857,0.357143,0
neg_962,0.214286,0.214286,0.142857,0.214286,0.142857,0.285714,0.142857,0.214286,0.214286,0.285714,0.142857,0.285714,0.142857,0.0,0.0,0.142857,0.142857,0.357143,0.214286,0.142857,0.214286,0
neg_963,0.285714,0.142857,0.428571,0.357143,0.214286,0.214286,0.285714,0.285714,0.285714,0.357143,0.214286,0.214286,0.285714,0.0,0.0,0.357143,0.214286,0.214286,0.142857,0.214286,0.285714,0
neg_964,0.071429,0.285714,0.214286,0.285714,0.071429,0.285714,0.214286,0.285714,0.071429,0.285714,0.071429,0.285714,0.142857,0.0,0.214286,0.142857,0.214286,0.142857,0.214286,0.357143,0.142857,0
neg_965,0.315789,0.210526,0.157895,0.421053,0.052632,0.105263,0.157895,0.210526,0.315789,0.421053,0.052632,0.105263,0.105263,0.0,0.105263,0.315789,0.315789,0.210526,0.421053,0.157895,0.105263,0
neg_966,0.214286,0.071429,0.285714,0.285714,0.214286,0.071429,0.285714,0.071429,0.214286,0.285714,0.214286,0.071429,0.0,0.0,0.0,0.142857,0.357143,0.285714,0.214286,0.428571,0.071429,0
neg_967,0.266667,0.133333,0.266667,0.466667,0.066667,0.066667,0.266667,0.133333,0.266667,0.466667,0.0,0.133333,0.0,0.0,0.0,0.133333,0.466667,0.133333,0.266667,0.333333,0.133333,0
neg_968,0.352941,0.0,0.235294,0.352941,0.235294,0.058824,0.294118,0.058824,0.294118,0.470588,0.235294,0.058824,0.117647,0.0,0.0,0.294118,0.058824,0.058824,0.294118,0.294118,0.058824,0
neg_969,0.285714,0.142857,0.142857,0.285714,0.142857,0.142857,0.142857,0.142857,0.285714,0.428571,0.071429,0.214286,0.071429,0.071429,0.357143,0.071429,0.428571,0.071429,0.142857,0.214286,0.285714,0
neg_970,0.285714,0.142857,0.285714,0.285714,0.142857,0.142857,0.142857,0.285714,0.285714,0.142857,0.0,0.285714,0.214286,0.071429,0.0,0.142857,0.285714,0.142857,0.142857,0.142857,0.285714,0
neg_971,0.428571,0.071429,0.214286,0.428571,0.0,0.0,0.214286,0.071429,0.428571,0.571429,0.0,0.0,0.0,0.0,0.357143,0.071429,0.071429,0.214286,0.214286,0.428571,0.285714,0
neg_972,0.214286,0.357143,0.214286,0.357143,0.214286,0.071429,0.214286,0.357143,0.214286,0.428571,0.071429,0.214286,0.142857,0.0,0.142857,0.357143,0.357143,0.214286,0.428571,0.142857,0.142857,0
neg_973,0.214286,0.571429,0.0,0.214286,0.0,0.428571,0.0,0.714286,0.071429,0.214286,0.0,0.428571,0.285714,0.0,0.428571,0.357143,0.142857,0.071429,0.642857,0.0,0.142857,0
neg_974,0.214286,0.214286,0.357143,0.214286,0.214286,0.285714,0.285714,0.285714,0.142857,0.214286,0.214286,0.285714,0.214286,0.0,0.142857,0.142857,0.214286,0.142857,0.285714,0.428571,0.142857,0
neg_975,0.071429,0.642857,0.0,0.214286,0.071429,0.285714,0.071429,0.642857,0.071429,0.214286,0.071429,0.285714,0.285714,0.0,0.428571,0.428571,0.214286,0.071429,0.642857,0.0,0.071429,0
neg_976,0.142857,0.714286,0.0,0.071429,0.214286,0.214286,0.071429,0.785714,0.071429,0.071429,0.0,0.428571,0.428571,0.0,0.285714,0.5,0.071429,0.071429,0.785714,0.0,0.071429,0
neg_977,0.214286,0.071429,0.214286,0.214286,0.214286,0.071429,0.214286,0.071429,0.214286,0.357143,0.142857,0.142857,0.142857,0.0,0.142857,0.214286,0.214286,0.214286,0.142857,0.5,0.142857,0
neg_978,0.214286,0.285714,0.142857,0.214286,0.214286,0.357143,0.142857,0.357143,0.142857,0.214286,0.214286,0.357143,0.142857,0.071429,0.214286,0.142857,0.357143,0.071429,0.285714,0.142857,0.214286,0
neg_979,0.214286,0.142857,0.285714,0.357143,0.0,0.142857,0.285714,0.142857,0.214286,0.5,0.0,0.142857,0.142857,0.0,0.142857,0.285714,0.214286,0.285714,0.214286,0.285714,0.142857,0
neg_980,0.285714,0.285714,0.142857,0.285714,0.285714,0.142857,0.214286,0.357143,0.214286,0.142857,0.142857,0.285714,0.071429,0.071429,0.357143,0.214286,0.285714,0.142857,0.214286,0.142857,0.357143,0
neg_981,0.5,0.285714,0.214286,0.214286,0.214286,0.357143,0.071429,0.428571,0.5,0.214286,0.214286,0.357143,0.428571,0.0,0.285714,0.142857,0.071429,0.071429,0.785714,0.142857,0.0,0
neg_982,0.214286,0.285714,0.357143,0.357143,0.357143,0.214286,0.357143,0.285714,0.214286,0.357143,0.357143,0.214286,0.214286,0.071429,0.071429,0.214286,0.071429,0.428571,0.357143,0.285714,0.142857,0
neg_983,0.285714,0.142857,0.357143,0.142857,0.5,0.214286,0.285714,0.214286,0.214286,0.142857,0.357143,0.357143,0.285714,0.0,0.142857,0.071429,0.428571,0.214286,0.285714,0.285714,0.142857,0
neg_984,0.357143,0.214286,0.285714,0.214286,0.428571,0.0,0.285714,0.214286,0.357143,0.214286,0.357143,0.071429,0.285714,0.0,0.142857,0.214286,0.214286,0.285714,0.357143,0.142857,0.214286,0
neg_985,0.214286,0.214286,0.285714,0.071429,0.285714,0.214286,0.142857,0.214286,0.214286,0.214286,0.142857,0.357143,0.285714,0.0,0.142857,0.142857,0.142857,0.214286,0.357143,0.357143,0.071429,0
neg_986,0.214286,0.071429,0.071429,0.142857,0.142857,0.0,0.071429,0.071429,0.214286,0.214286,0.0,0.142857,0.142857,0.0,0.0,0.071429,0.428571,0.071429,0.071429,0.285714,0.214286,0
neg_987,0.428571,0.0,0.0,0.214286,0.428571,0.285714,0.285714,0.142857,0.285714,0.214286,0.428571,0.285714,0.214286,0.071429,0.357143,0.285714,0.214286,0.0,0.214286,0.071429,0.214286,0
neg_988,0.142857,0.285714,0.214286,0.285714,0.214286,0.142857,0.214286,0.285714,0.142857,0.285714,0.214286,0.142857,0.0,0.0,0.285714,0.0,0.0,0.428571,0.285714,0.214286,0.142857,0
neg_989,0.071429,0.428571,0.071429,0.142857,0.142857,0.357143,0.071429,0.428571,0.071429,0.142857,0.142857,0.357143,0.428571,0.071429,0.071429,0.285714,0.071429,0.071429,0.5,0.0,0.0,0
neg_990,0.5,0.142857,0.142857,0.428571,0.357143,0.0,0.142857,0.142857,0.5,0.285714,0.357143,0.0,0.285714,0.071429,0.357143,0.142857,0.357143,0.285714,0.5,0.142857,0.142857,0
neg_991,0.214286,0.142857,0.071429,0.214286,0.142857,0.142857,0.071429,0.142857,0.214286,0.214286,0.142857,0.142857,0.214286,0.071429,0.142857,0.285714,0.357143,0.142857,0.214286,0.285714,0.142857,0
neg_992,0.142857,0.285714,0.214286,0.357143,0.285714,0.142857,0.214286,0.285714,0.142857,0.357143,0.285714,0.142857,0.285714,0.0,0.285714,0.071429,0.357143,0.142857,0.357143,0.214286,0.071429,0
neg_993,0.214286,0.214286,0.214286,0.285714,0.142857,0.142857,0.142857,0.285714,0.285714,0.285714,0.142857,0.142857,0.142857,0.0,0.142857,0.142857,0.285714,0.0,0.428571,0.285714,0.0,0
neg_994,0.357143,0.071429,0.357143,0.285714,0.285714,0.142857,0.285714,0.142857,0.285714,0.214286,0.214286,0.214286,0.214286,0.071429,0.214286,0.214286,0.285714,0.142857,0.214286,0.285714,0.214286,0
neg_995,0.142857,0.285714,0.214286,0.428571,0.071429,0.214286,0.214286,0.285714,0.142857,0.357143,0.071429,0.214286,0.285714,0.0,0.285714,0.428571,0.071429,0.142857,0.285714,0.214286,0.142857,0
neg_996,0.285714,0.214286,0.214286,0.214286,0.214286,0.214286,0.142857,0.214286,0.285714,0.285714,0.142857,0.285714,0.357143,0.0,0.142857,0.214286,0.285714,0.142857,0.214286,0.214286,0.285714,0
neg_997,0.357143,0.357143,0.0,0.428571,0.071429,0.071429,0.0,0.357143,0.357143,0.428571,0.071429,0.071429,0.142857,0.0,0.285714,0.285714,0.214286,0.214286,0.642857,0.0,0.071429,0
neg_998,0.214286,0.357143,0.071429,0.142857,0.285714,0.285714,0.071429,0.357143,0.214286,0.071429,0.214286,0.357143,0.285714,0.0,0.285714,0.142857,0.0,0.142857,0.5,0.071429,0.071429,0
neg_999,0.357143,0.142857,0.0,0.357143,0.0,0.071429,0.0,0.142857,0.357143,0.285714,0.0,0.071429,0.071429,0.0,0.285714,0.071429,0.428571,0.071429,0.285714,0.142857,0.214286,0
neg_1000,0.071429,0.357143,0.357143,0.214286,0.214286,0.357143,0.285714,0.428571,0.0,0.142857,0.142857,0.428571,0.142857,0.0,0.142857,0.285714,0.0,0.142857,0.285714,0.285714,0.142857,0
neg_1001,0.142857,0.357143,0.071429,0.071429,0.214286,0.357143,0.142857,0.428571,0.142857,0.0,0.142857,0.428571,0.357143,0.0,0.0,0.285714,0.142857,0.142857,0.214286,0.071429,0.285714,0
neg_1002,0.578947,0.157895,0.052632,0.631579,0.210526,0.0,0.052632,0.157895,0.578947,0.315789,0.210526,0.0,0.105263,0.0,0.473684,0.0,0.578947,0.105263,0.421053,0.0,0.315789,0
neg_1003,0.058824,0.411765,0.117647,0.176471,0.235294,0.235294,0.117647,0.411765,0.058824,0.235294,0.117647,0.352941,0.352941,0.0,0.117647,0.294118,0.117647,0.176471,0.294118,0.117647,0.176471,0
neg_1004,0.142857,0.071429,0.357143,0.428571,0.071429,0.214286,0.357143,0.071429,0.142857,0.285714,0.071429,0.214286,0.071429,0.071429,0.142857,0.0,0.357143,0.071429,0.142857,0.285714,0.071429,0
neg_1005,0.214286,0.142857,0.285714,0.357143,0.214286,0.214286,0.142857,0.285714,0.214286,0.357143,0.214286,0.214286,0.071429,0.071429,0.285714,0.428571,0.142857,0.0,0.285714,0.214286,0.071429,0
neg_1006,0.285714,0.0,0.0,0.285714,0.0,0.0,0.0,0.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.285714,0.0,0.285714,0.0,0.0,0.0,0.285714,0
neg_1007,0.214286,0.071429,0.285714,0.357143,0.357143,0.0,0.285714,0.142857,0.285714,0.285714,0.142857,0.214286,0.0,0.0,0.285714,0.357143,0.285714,0.142857,0.071429,0.428571,0.214286,0
neg_1008,0.214286,0.0,0.571429,0.285714,0.285714,0.285714,0.285714,0.142857,0.214286,0.285714,0.214286,0.357143,0.142857,0.0,0.071429,0.5,0.071429,0.071429,0.071429,0.357143,0.142857,0
neg_1009,0.214286,0.142857,0.428571,0.214286,0.142857,0.428571,0.214286,0.214286,0.142857,0.214286,0.142857,0.428571,0.142857,0.0,0.142857,0.357143,0.142857,0.071429,0.214286,0.285714,0.142857,0
neg_1010,0.0,0.357143,0.357143,0.285714,0.071429,0.214286,0.357143,0.357143,0.0,0.285714,0.071429,0.214286,0.142857,0.0,0.0,0.071429,0.5,0.214286,0.357143,0.428571,0.0,0
neg_1011,0.2,0.266667,0.2,0.4,0.133333,0.2,0.2,0.4,0.066667,0.4,0.133333,0.2,0.066667,0.0,0.4,0.2,0.066667,0.333333,0.266667,0.066667,0.2,0
neg_1012,0.357143,0.357143,0.071429,0.214286,0.071429,0.214286,0.071429,0.5,0.214286,0.214286,0.071429,0.214286,0.142857,0.0,0.285714,0.214286,0.285714,0.0,0.214286,0.0,0.5,0
neg_1013,0.214286,0.071429,0.357143,0.214286,0.357143,0.214286,0.428571,0.142857,0.142857,0.214286,0.214286,0.357143,0.142857,0.0,0.0,0.214286,0.142857,0.285714,0.071429,0.5,0.214286,0
neg_1014,0.214286,0.214286,0.5,0.5,0.214286,0.214286,0.5,0.214286,0.214286,0.285714,0.142857,0.285714,0.285714,0.0,0.142857,0.214286,0.214286,0.214286,0.357143,0.357143,0.071429,0
neg_1015,0.357143,0.142857,0.214286,0.214286,0.214286,0.214286,0.142857,0.214286,0.285714,0.285714,0.142857,0.285714,0.071429,0.071429,0.285714,0.285714,0.357143,0.071429,0.142857,0.214286,0.357143,0
neg_1016,0.285714,0.0,0.357143,0.357143,0.142857,0.0,0.357143,0.0,0.142857,0.357143,0.142857,0.0,0.285714,0.0,0.0,0.071429,0.142857,0.285714,0.142857,0.214286,0.142857,0
neg_1017,0.214286,0.214286,0.357143,0.428571,0.142857,0.214286,0.357143,0.214286,0.214286,0.142857,0.142857,0.214286,0.285714,0.0,0.142857,0.214286,0.357143,0.214286,0.214286,0.357143,0.214286,0
neg_1018,0.210526,0.210526,0.210526,0.368421,0.052632,0.263158,0.210526,0.210526,0.210526,0.315789,0.052632,0.263158,0.105263,0.105263,0.210526,0.210526,0.263158,0.105263,0.368421,0.105263,0.052632,0
neg_1019,0.142857,0.214286,0.142857,0.357143,0.285714,0.071429,0.142857,0.214286,0.142857,0.357143,0.214286,0.142857,0.071429,0.142857,0.285714,0.142857,0.214286,0.214286,0.285714,0.071429,0.071429,0
neg_1020,0.214286,0.428571,0.071429,0.071429,0.214286,0.285714,0.071429,0.428571,0.214286,0.071429,0.214286,0.285714,0.214286,0.071429,0.357143,0.214286,0.142857,0.214286,0.357143,0.071429,0.285714,0
neg_1021,0.285714,0.214286,0.214286,0.285714,0.214286,0.214286,0.142857,0.428571,0.071429,0.285714,0.214286,0.214286,0.071429,0.071429,0.214286,0.142857,0.142857,0.5,0.214286,0.214286,0.285714,0
neg_1022,0.214286,0.214286,0.214286,0.0,0.142857,0.285714,0.071429,0.357143,0.071429,0.0,0.142857,0.285714,0.214286,0.071429,0.071429,0.357143,0.071429,0.071429,0.214286,0.214286,0.214286,0
neg_1023,0.315789,0.210526,0.210526,0.210526,0.105263,0.421053,0.157895,0.263158,0.157895,0.210526,0.105263,0.421053,0.0,0.0,0.210526,0.210526,0.315789,0.210526,0.263158,0.263158,0.263158,0
neg_1024,0.214286,0.142857,0.142857,0.142857,0.071429,0.142857,0.142857,0.142857,0.214286,0.142857,0.071429,0.142857,0.214286,0.0,0.142857,0.071429,0.214286,0.071429,0.285714,0.071429,0.071429,0
neg_1025,0.071429,0.571429,0.071429,0.0,0.0,0.5,0.0,0.642857,0.0,0.0,0.0,0.5,0.428571,0.0,0.0,0.428571,0.071429,0.071429,0.428571,0.071429,0.214286,0
neg_1026,0.214286,0.428571,0.285714,0.5,0.071429,0.285714,0.285714,0.5,0.142857,0.357143,0.071429,0.285714,0.142857,0.0,0.285714,0.357143,0.142857,0.285714,0.428571,0.142857,0.214286,0
neg_1027,0.214286,0.071429,0.428571,0.5,0.142857,0.0,0.428571,0.071429,0.214286,0.5,0.142857,0.0,0.142857,0.0,0.142857,0.071429,0.428571,0.071429,0.071429,0.285714,0.214286,0
neg_1028,0.166667,0.055556,0.166667,0.388889,0.055556,0.055556,0.166667,0.055556,0.166667,0.277778,0.055556,0.055556,0.0,0.0,0.111111,0.0,0.222222,0.111111,0.055556,0.166667,0.166667,0
neg_1029,0.0,0.285714,0.357143,0.571429,0.0,0.071429,0.285714,0.285714,0.0,0.428571,0.0,0.071429,0.0,0.0,0.285714,0.357143,0.142857,0.285714,0.285714,0.214286,0.0,0
neg_1030,0.142857,0.285714,0.214286,0.214286,0.142857,0.214286,0.285714,0.357143,0.071429,0.214286,0.142857,0.214286,0.285714,0.0,0.142857,0.357143,0.285714,0.071429,0.214286,0.357143,0.214286,0
neg_1031,0.142857,0.0,0.285714,0.357143,0.071429,0.071429,0.285714,0.0,0.142857,0.428571,0.071429,0.071429,0.071429,0.071429,0.071429,0.285714,0.214286,0.142857,0.0,0.071429,0.142857,0
neg_1032,0.142857,0.428571,0.142857,0.214286,0.142857,0.428571,0.142857,0.428571,0.142857,0.214286,0.142857,0.428571,0.214286,0.071429,0.285714,0.428571,0.071429,0.0,0.5,0.071429,0.071429,0
neg_1033,0.142857,0.071429,0.5,0.5,0.142857,0.071429,0.428571,0.214286,0.142857,0.285714,0.071429,0.142857,0.142857,0.0,0.071429,0.142857,0.285714,0.357143,0.142857,0.428571,0.071429,0
neg_1034,0.214286,0.142857,0.214286,0.214286,0.071429,0.214286,0.214286,0.285714,0.071429,0.142857,0.0,0.285714,0.142857,0.0,0.0,0.214286,0.214286,0.214286,0.142857,0.071429,0.214286,0
neg_1035,0.142857,0.357143,0.285714,0.142857,0.142857,0.285714,0.142857,0.5,0.142857,0.142857,0.142857,0.285714,0.285714,0.0,0.0,0.285714,0.285714,0.214286,0.428571,0.214286,0.071429,0
neg_1036,0.076923,0.0,0.0,0.076923,0.0,0.076923,0.0,0.0,0.076923,0.076923,0.0,0.076923,0.076923,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.076923,0
neg_1037,0.357143,0.142857,0.142857,0.285714,0.142857,0.142857,0.214286,0.357143,0.142857,0.285714,0.142857,0.142857,0.357143,0.071429,0.142857,0.428571,0.285714,0.142857,0.142857,0.142857,0.357143,0
neg_1038,0.142857,0.285714,0.071429,0.214286,0.142857,0.285714,0.071429,0.285714,0.142857,0.214286,0.142857,0.285714,0.428571,0.0,0.142857,0.285714,0.285714,0.071429,0.285714,0.071429,0.142857,0
neg_1039,0.047619,0.333333,0.142857,0.238095,0.142857,0.095238,0.142857,0.333333,0.047619,0.190476,0.095238,0.142857,0.095238,0.047619,0.142857,0.190476,0.095238,0.190476,0.333333,0.142857,0.047619,0
neg_1040,0.071429,0.142857,0.357143,0.357143,0.071429,0.142857,0.357143,0.142857,0.071429,0.357143,0.071429,0.142857,0.071429,0.0,0.142857,0.142857,0.285714,0.142857,0.214286,0.428571,0.0,0
neg_1041,0.076923,0.384615,0.0,0.153846,0.076923,0.153846,0.076923,0.461538,0.0,0.0,0.076923,0.153846,0.0,0.0,0.0,0.461538,0.0,0.0,0.384615,0.0,0.076923,0
neg_1042,0.285714,0.0,0.142857,0.142857,0.285714,0.285714,0.071429,0.071429,0.214286,0.285714,0.214286,0.357143,0.142857,0.0,0.142857,0.285714,0.285714,0.142857,0.071429,0.357143,0.214286,0
neg_1043,0.642857,0.071429,0.285714,0.142857,0.357143,0.285714,0.142857,0.357143,0.357143,0.071429,0.214286,0.428571,0.285714,0.0,0.428571,0.357143,0.214286,0.142857,0.142857,0.214286,0.571429,0
neg_1044,0.357143,0.071429,0.285714,0.285714,0.214286,0.214286,0.285714,0.214286,0.214286,0.285714,0.214286,0.214286,0.285714,0.0,0.0,0.357143,0.214286,0.142857,0.285714,0.214286,0.142857,0
neg_1045,0.142857,0.0,0.071429,0.142857,0.285714,0.071429,0.071429,0.0,0.214286,0.142857,0.285714,0.071429,0.142857,0.0,0.142857,0.071429,0.642857,0.071429,0.071429,0.285714,0.071429,0
neg_1046,0.214286,0.285714,0.357143,0.214286,0.142857,0.285714,0.142857,0.357143,0.285714,0.214286,0.142857,0.285714,0.142857,0.0,0.214286,0.285714,0.071429,0.285714,0.285714,0.357143,0.214286,0
neg_1047,0.285714,0.0,0.357143,0.357143,0.142857,0.0,0.357143,0.0,0.285714,0.285714,0.0,0.142857,0.142857,0.0,0.142857,0.071429,0.571429,0.214286,0.0,0.214286,0.285714,0
neg_1048,0.214286,0.285714,0.071429,0.071429,0.285714,0.142857,0.071429,0.285714,0.214286,0.071429,0.285714,0.142857,0.214286,0.071429,0.0,0.214286,0.142857,0.214286,0.428571,0.071429,0.071429,0
neg_1049,0.071429,0.571429,0.071429,0.357143,0.071429,0.285714,0.071429,0.571429,0.071429,0.357143,0.071429,0.285714,0.214286,0.0,0.428571,0.214286,0.142857,0.428571,0.642857,0.0,0.0,0
neg_1050,0.142857,0.214286,0.142857,0.285714,0.142857,0.142857,0.214286,0.285714,0.071429,0.142857,0.142857,0.142857,0.0,0.0,0.142857,0.214286,0.142857,0.142857,0.214286,0.142857,0.142857,0
neg_1051,0.071429,0.285714,0.142857,0.071429,0.142857,0.357143,0.142857,0.285714,0.071429,0.142857,0.071429,0.428571,0.5,0.0,0.0,0.285714,0.214286,0.0,0.357143,0.214286,0.0,0
neg_1052,0.285714,0.142857,0.214286,0.5,0.0,0.142857,0.214286,0.142857,0.285714,0.357143,0.0,0.142857,0.142857,0.0,0.428571,0.142857,0.357143,0.0,0.214286,0.214286,0.214286,0
neg_1053,0.214286,0.0,0.214286,0.142857,0.428571,0.214286,0.357143,0.142857,0.071429,0.214286,0.357143,0.285714,0.214286,0.142857,0.142857,0.214286,0.214286,0.071429,0.0,0.071429,0.214286,0
neg_1054,0.071429,0.214286,0.357143,0.285714,0.214286,0.285714,0.285714,0.428571,0.071429,0.285714,0.214286,0.285714,0.142857,0.0,0.285714,0.285714,0.214286,0.142857,0.214286,0.357143,0.071429,0
neg_1055,0.166667,0.166667,0.277778,0.388889,0.166667,0.166667,0.166667,0.277778,0.166667,0.222222,0.111111,0.222222,0.111111,0.0,0.0,0.5,0.055556,0.055556,0.222222,0.222222,0.111111,0
