seq_id,PAAC_A,PAAC_C,PAAC_D,PAAC_E,PAAC_F,PAAC_G,PAAC_H,PAAC_I,PAAC_K,PAAC_L,PAAC_M,PAAC_N,PAAC_P,PAAC_Q,PAAC_R,PAAC_S,PAAC_T,PAAC_V,PAAC_W,PAAC_Y,PAAC_T1,PAAC_T2,PAAC_T3,label
neg_836,0.100321,0.0,0.0,0.050161,0.050161,0.0,0.050161,0.0,0.050161,0.050161,0.0,0.0,0.050161,0.100321,0.050161,0.0,0.150482,0.050161,0.0,0.0,0.07488,0.080679,0.092033,0
neg_837,0.049158,0.0,0.0,0.147473,0.0,0.147473,0.049158,0.0,0.0,0.049158,0.0,0.0,0.0,0.049158,0.098315,0.0,0.098315,0.049158,0.0,0.0,0.127435,0.066167,0.069033,0
neg_838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060896,0.0,0.365377,0.0,0.0,0.0,0.0,0.0,0.182688,0.121792,0.121792,0.0,0.060896,0.026629,0.033961,0.025968,0
neg_839,0.097741,0.0,0.048871,0.097741,0.048871,0.0,0.0,0.048871,0.048871,0.195482,0.0,0.0,0.0,0.0,0.048871,0.048871,0.0,0.048871,0.0,0.0,0.109219,0.050973,0.106748,0
neg_840,0.055732,0.055732,0.055732,0.055732,0.0,0.0,0.055732,0.111463,0.0,0.055732,0.0,0.055732,0.055732,0.0,0.0,0.055732,0.111463,0.055732,0.0,0.055732,0.066523,0.042209,0.055296,0
neg_841,0.0,0.0,0.0,0.0,0.0,0.049795,0.0,0.0,0.0,0.09959,0.0,0.049795,0.049795,0.049795,0.049795,0.09959,0.0,0.049795,0.0,0.248976,0.080693,0.089094,0.083285,0
neg_842,0.053148,0.0,0.053148,0.0,0.0,0.053148,0.0,0.053148,0.053148,0.106295,0.053148,0.159443,0.0,0.0,0.0,0.0,0.0,0.106295,0.0,0.106295,0.062081,0.051103,0.089602,0
neg_843,0.050715,0.0,0.0,0.101431,0.0,0.101431,0.050715,0.0,0.050715,0.152146,0.0,0.050715,0.0,0.101431,0.0,0.0,0.0,0.050715,0.0,0.050715,0.067301,0.104517,0.067453,0
neg_844,0.077173,0.038586,0.038586,0.077173,0.0,0.0,0.0,0.038586,0.115759,0.0,0.038586,0.038586,0.038586,0.038586,0.038586,0.0,0.077173,0.077173,0.0,0.038586,0.076498,0.086257,0.065516,0
neg_845,0.0,0.0,0.051017,0.102033,0.0,0.051017,0.0,0.0,0.102033,0.051017,0.051017,0.051017,0.0,0.0,0.0,0.051017,0.051017,0.102033,0.0,0.102033,0.090924,0.069826,0.074,0
neg_846,0.106617,0.0,0.0,0.053309,0.0,0.053309,0.0,0.106617,0.0,0.053309,0.0,0.053309,0.053309,0.053309,0.053309,0.053309,0.053309,0.106617,0.0,0.0,0.052226,0.084204,0.063941,0
neg_847,0.176744,0.0,0.0,0.058915,0.0,0.0,0.058915,0.058915,0.058915,0.11783,0.0,0.0,0.11783,0.0,0.0,0.058915,0.058915,0.11783,0.0,0.0,0.034429,0.051163,0.030686,0
neg_848,0.048493,0.0,0.048493,0.096985,0.048493,0.048493,0.0,0.048493,0.048493,0.048493,0.0,0.0,0.048493,0.0,0.048493,0.0,0.048493,0.048493,0.0,0.096985,0.08896,0.090969,0.092681,0
neg_849,0.205131,0.0,0.051283,0.0,0.102565,0.051283,0.0,0.0,0.051283,0.0,0.0,0.0,0.051283,0.0,0.051283,0.0,0.102565,0.051283,0.0,0.051283,0.070471,0.085112,0.075177,0
neg_850,0.0,0.0,0.0,0.051692,0.0,0.0,0.0,0.103383,0.0,0.0,0.0,0.051692,0.051692,0.206766,0.103383,0.155075,0.0,0.051692,0.0,0.0,0.069895,0.088028,0.066704,0
neg_851,0.106164,0.0,0.0,0.0,0.053082,0.053082,0.0,0.106164,0.0,0.053082,0.0,0.053082,0.0,0.106164,0.0,0.159246,0.053082,0.0,0.053082,0.0,0.062614,0.093065,0.048088,0
neg_852,0.051275,0.0,0.0,0.102551,0.0,0.102551,0.0,0.051275,0.0,0.051275,0.0,0.051275,0.0,0.153826,0.051275,0.0,0.0,0.0,0.0,0.153826,0.067244,0.093715,0.069913,0
neg_853,0.0,0.0,0.097318,0.048659,0.097318,0.097318,0.0,0.048659,0.145977,0.0,0.0,0.097318,0.0,0.0,0.0,0.0,0.048659,0.0,0.0,0.048659,0.101334,0.068295,0.100486,0
neg_854,0.100129,0.0,0.100129,0.0,0.0,0.0,0.0,0.050065,0.150194,0.200259,0.050065,0.0,0.050065,0.0,0.0,0.050065,0.0,0.0,0.0,0.0,0.046802,0.095303,0.106925,0
neg_855,0.0,0.0,0.1056,0.0528,0.0528,0.0,0.0,0.0528,0.0,0.0,0.0,0.0528,0.1584,0.0528,0.0528,0.0528,0.0528,0.0528,0.0,0.0528,0.06682,0.075178,0.066005,0
neg_856,0.101306,0.0,0.050653,0.050653,0.0,0.0,0.0,0.0,0.0,0.151959,0.0,0.0,0.050653,0.050653,0.050653,0.101306,0.0,0.101306,0.0,0.050653,0.089994,0.066195,0.084015,0
neg_857,0.14428,0.0,0.048093,0.0,0.0,0.14428,0.0,0.0,0.048093,0.048093,0.0,0.0,0.0,0.048093,0.048093,0.048093,0.048093,0.048093,0.048093,0.0,0.101168,0.081459,0.095975,0
neg_858,0.0,0.0,0.110952,0.0,0.0,0.055476,0.055476,0.166427,0.055476,0.0,0.0,0.0,0.0,0.0,0.0,0.110952,0.221903,0.055476,0.0,0.0,0.060034,0.058898,0.04893,0
neg_859,0.10736,0.0,0.16104,0.05368,0.0,0.10736,0.0,0.05368,0.0,0.0,0.05368,0.0,0.0,0.0,0.05368,0.10736,0.0,0.10736,0.0,0.0,0.038172,0.061494,0.095133,0
neg_860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176686,0.0,0.058895,0.117791,0.0,0.0,0.176686,0.176686,0.117791,0.0,0.058895,0.030692,0.044289,0.041588,0
neg_861,0.04941,0.04941,0.04941,0.04941,0.04941,0.0,0.09882,0.0,0.0,0.09882,0.0,0.0,0.0,0.04941,0.09882,0.04941,0.04941,0.04941,0.0,0.0,0.084166,0.076086,0.098601,0
neg_862,0.05487,0.0,0.21948,0.0,0.05487,0.05487,0.05487,0.0,0.0,0.05487,0.0,0.10974,0.0,0.05487,0.05487,0.0,0.0,0.10974,0.0,0.0,0.057078,0.051475,0.068399,0
neg_863,0.047097,0.0,0.047097,0.047097,0.094194,0.0,0.0,0.14129,0.094194,0.0,0.0,0.0,0.047097,0.047097,0.047097,0.047097,0.0,0.0,0.0,0.047097,0.081652,0.121943,0.089953,0
neg_864,0.056771,0.0,0.0,0.113542,0.0,0.0,0.0,0.0,0.113542,0.056771,0.0,0.056771,0.0,0.0,0.0,0.397395,0.0,0.056771,0.0,0.0,0.032796,0.055336,0.060307,0
neg_865,0.053073,0.0,0.053073,0.053073,0.0,0.106146,0.106146,0.053073,0.0,0.159219,0.0,0.0,0.0,0.106146,0.0,0.0,0.0,0.106146,0.0,0.0,0.063946,0.082884,0.057074,0
neg_866,0.046285,0.0,0.092569,0.046285,0.0,0.046285,0.0,0.046285,0.0,0.185138,0.0,0.046285,0.0,0.0,0.092569,0.0,0.046285,0.046285,0.0,0.0,0.089677,0.124657,0.091398,0
neg_867,0.248458,0.0,0.0,0.0,0.0,0.149075,0.0,0.0,0.0,0.049692,0.0,0.0,0.0,0.149075,0.049692,0.0,0.049692,0.0,0.049692,0.0,0.083473,0.079445,0.091708,0
neg_868,0.043283,0.0,0.086567,0.043283,0.043283,0.0,0.043283,0.086567,0.12985,0.086567,0.0,0.043283,0.0,0.0,0.0,0.0,0.043283,0.12985,0.0,0.0,0.083324,0.054141,0.083436,0
neg_869,0.0,0.0,0.055438,0.0,0.0,0.0,0.055438,0.055438,0.055438,0.110877,0.0,0.110877,0.055438,0.055438,0.0,0.0,0.110877,0.110877,0.0,0.055438,0.066105,0.058305,0.044015,0
neg_870,0.0,0.0,0.0,0.168286,0.056095,0.0,0.056095,0.0,0.056095,0.168286,0.0,0.0,0.056095,0.11219,0.0,0.11219,0.0,0.056095,0.0,0.0,0.056422,0.053534,0.048616,0
neg_871,0.05144,0.0,0.0,0.102881,0.05144,0.102881,0.05144,0.05144,0.102881,0.0,0.05144,0.05144,0.0,0.0,0.0,0.0,0.102881,0.05144,0.0,0.0,0.056145,0.082125,0.090123,0
neg_872,0.0,0.054571,0.0,0.054571,0.0,0.054571,0.054571,0.054571,0.0,0.0,0.109141,0.109141,0.054571,0.054571,0.0,0.163712,0.0,0.0,0.054571,0.0,0.06334,0.058328,0.059774,0
neg_873,0.056196,0.0,0.0,0.056196,0.0,0.0,0.0,0.056196,0.0,0.168589,0.056196,0.112393,0.056196,0.112393,0.0,0.0,0.056196,0.056196,0.0,0.056196,0.055801,0.06606,0.035194,0
neg_874,0.0,0.0,0.0,0.107004,0.053502,0.0,0.053502,0.053502,0.0,0.107004,0.053502,0.0,0.0,0.107004,0.053502,0.107004,0.053502,0.053502,0.0,0.0,0.087121,0.059452,0.050897,0
neg_875,0.210639,0.0,0.05266,0.0,0.05266,0.157979,0.0,0.0,0.105319,0.05266,0.05266,0.0,0.0,0.0,0.0,0.0,0.05266,0.05266,0.0,0.0,0.076646,0.0574,0.076059,0
neg_876,0.176104,0.117403,0.0,0.0,0.0,0.058701,0.0,0.0,0.058701,0.293506,0.058701,0.0,0.0,0.058701,0.0,0.0,0.058701,0.0,0.0,0.0,0.042233,0.035564,0.041684,0
neg_877,0.219482,0.0,0.0,0.0,0.0,0.054871,0.0,0.0,0.164612,0.054871,0.0,0.0,0.109741,0.0,0.0,0.109741,0.054871,0.054871,0.0,0.0,0.05805,0.055605,0.063286,0
neg_878,0.100969,0.0,0.100969,0.201938,0.0,0.050484,0.0,0.0,0.050484,0.100969,0.050484,0.0,0.0,0.0,0.050484,0.050484,0.0,0.0,0.0,0.0,0.077909,0.072121,0.092704,0
neg_879,0.0,0.053,0.0,0.106,0.053,0.053,0.0,0.0,0.106,0.0,0.0,0.053,0.053,0.0,0.0,0.053,0.106,0.159,0.0,0.0,0.059809,0.073708,0.071482,0
neg_880,0.104073,0.0,0.052036,0.052036,0.0,0.0,0.0,0.052036,0.104073,0.0,0.0,0.104073,0.0,0.0,0.052036,0.156109,0.0,0.052036,0.0,0.052036,0.095702,0.077274,0.046478,0
neg_881,0.168589,0.056196,0.0,0.112393,0.056196,0.056196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056196,0.0,0.112393,0.168589,0.056196,0.0,0.0,0.046542,0.047474,0.063037,0
neg_882,0.0,0.0,0.0,0.0,0.047148,0.0,0.0,0.047148,0.094296,0.094296,0.0,0.047148,0.0,0.094296,0.094296,0.0,0.0,0.047148,0.047148,0.094296,0.097719,0.105326,0.089731,0
neg_883,0.041743,0.0,0.083485,0.125228,0.0,0.125228,0.0,0.0,0.041743,0.041743,0.0,0.083485,0.083485,0.041743,0.0,0.083485,0.041743,0.041743,0.0,0.0,0.04481,0.063164,0.057173,0
neg_884,0.056936,0.113871,0.056936,0.056936,0.0,0.056936,0.0,0.0,0.056936,0.113871,0.0,0.056936,0.056936,0.056936,0.0,0.113871,0.0,0.056936,0.0,0.0,0.038455,0.050833,0.056676,0
neg_885,0.0,0.0,0.048711,0.0,0.0,0.0,0.0,0.048711,0.048711,0.194845,0.0,0.048711,0.048711,0.097423,0.097423,0.0,0.0,0.048711,0.0,0.048711,0.094336,0.096281,0.078714,0
neg_886,0.056699,0.0,0.056699,0.0,0.056699,0.056699,0.0,0.113397,0.0,0.056699,0.0,0.056699,0.170096,0.0,0.0,0.0,0.0,0.226794,0.0,0.0,0.051104,0.057267,0.041151,0
neg_887,0.0,0.0,0.0,0.051341,0.051341,0.0,0.0,0.0,0.051341,0.0,0.051341,0.051341,0.051341,0.0,0.051341,0.0,0.102683,0.0,0.051341,0.256707,0.092266,0.077285,0.06033,0
neg_888,0.051457,0.0,0.0,0.051457,0.0,0.102913,0.0,0.102913,0.0,0.051457,0.0,0.051457,0.051457,0.051457,0.051457,0.051457,0.102913,0.051457,0.0,0.0,0.050869,0.082292,0.094987,0
neg_889,0.099705,0.0,0.099705,0.099705,0.049852,0.0,0.049852,0.049852,0.0,0.099705,0.0,0.049852,0.0,0.049852,0.049852,0.0,0.0,0.049852,0.0,0.0,0.100617,0.052048,0.099548,0
neg_890,0.17833,0.059443,0.0,0.0,0.059443,0.0,0.0,0.0,0.059443,0.297217,0.059443,0.0,0.0,0.0,0.0,0.059443,0.059443,0.059443,0.0,0.0,0.042907,0.037955,0.027486,0
neg_891,0.0,0.0,0.126478,0.0,0.0,0.295115,0.084318,0.0,0.0,0.042159,0.042159,0.0,0.084318,0.042159,0.0,0.084318,0.042159,0.0,0.0,0.0,0.044327,0.055216,0.057273,0
neg_892,0.0,0.046552,0.139655,0.0,0.046552,0.093104,0.0,0.139655,0.046552,0.046552,0.0,0.0,0.0,0.0,0.046552,0.046552,0.0,0.0,0.046552,0.0,0.121111,0.102006,0.078606,0
neg_893,0.050705,0.0,0.050705,0.050705,0.0,0.050705,0.0,0.101411,0.101411,0.0,0.0,0.050705,0.0,0.050705,0.0,0.050705,0.050705,0.101411,0.050705,0.0,0.079929,0.096655,0.062834,0
neg_894,0.048026,0.0,0.048026,0.0,0.0,0.0,0.048026,0.048026,0.048026,0.048026,0.0,0.048026,0.048026,0.048026,0.144077,0.0,0.048026,0.0,0.0,0.096051,0.128433,0.064375,0.086808,0
neg_895,0.10494,0.0,0.10494,0.0,0.0,0.05247,0.0,0.0,0.05247,0.10494,0.0,0.05247,0.0,0.10494,0.05247,0.05247,0.0,0.10494,0.0,0.0,0.068197,0.061514,0.083239,0
neg_896,0.0,0.04719,0.0,0.04719,0.04719,0.09438,0.0,0.0,0.04719,0.04719,0.0,0.0,0.0,0.04719,0.04719,0.14157,0.0,0.09438,0.04719,0.0,0.087165,0.108326,0.09666,0
neg_897,0.0,0.0,0.048911,0.0,0.048911,0.0,0.0,0.0,0.097822,0.048911,0.097822,0.0,0.0,0.048911,0.048911,0.048911,0.048911,0.048911,0.048911,0.097822,0.075673,0.075285,0.115376,0
neg_898,0.0,0.0,0.103213,0.103213,0.0,0.0,0.051607,0.103213,0.0,0.0,0.0,0.051607,0.0,0.051607,0.051607,0.051607,0.051607,0.051607,0.051607,0.051607,0.070299,0.076147,0.079455,0
neg_899,0.165941,0.0,0.055314,0.0,0.055314,0.110627,0.0,0.165941,0.0,0.0,0.055314,0.0,0.055314,0.0,0.0,0.055314,0.055314,0.0,0.0,0.055314,0.054885,0.063795,0.051617,0
neg_900,0.104833,0.0,0.0,0.034944,0.0,0.034944,0.034944,0.034944,0.034944,0.104833,0.0,0.0,0.069889,0.0,0.069889,0.104833,0.069889,0.0,0.034944,0.069889,0.049294,0.067392,0.079592,0
neg_901,0.049392,0.0,0.049392,0.049392,0.049392,0.049392,0.0,0.049392,0.098783,0.049392,0.0,0.049392,0.0,0.049392,0.0,0.049392,0.049392,0.0,0.049392,0.049392,0.107139,0.052337,0.099651,0
neg_902,0.0,0.052811,0.0,0.052811,0.0,0.052811,0.052811,0.052811,0.0,0.052811,0.052811,0.052811,0.105621,0.052811,0.052811,0.105621,0.0,0.052811,0.0,0.0,0.052866,0.0653,0.089674,0
neg_903,0.0,0.0,0.0,0.048863,0.097726,0.0,0.0,0.048863,0.0,0.14659,0.0,0.0,0.0,0.14659,0.097726,0.097726,0.0,0.048863,0.0,0.0,0.074242,0.087314,0.105495,0
neg_904,0.0,0.0,0.0,0.110719,0.0,0.05536,0.166079,0.0,0.110719,0.05536,0.05536,0.05536,0.05536,0.0,0.0,0.05536,0.05536,0.05536,0.0,0.0,0.058509,0.053501,0.057596,0
neg_905,0.0,0.0,0.044563,0.044563,0.089127,0.044563,0.0,0.13369,0.089127,0.044563,0.0,0.089127,0.044563,0.044563,0.0,0.044563,0.044563,0.0,0.0,0.0,0.084414,0.088316,0.069693,0
neg_906,0.041207,0.0,0.082413,0.041207,0.0,0.041207,0.0,0.082413,0.206033,0.12362,0.0,0.0,0.0,0.0,0.0,0.0,0.082413,0.041207,0.0,0.0,0.07017,0.109386,0.078727,0
neg_907,0.039537,0.0,0.0,0.039537,0.0,0.039537,0.0,0.118611,0.158148,0.158148,0.0,0.039537,0.039537,0.0,0.0,0.079074,0.039537,0.0,0.0,0.039537,0.061152,0.066667,0.081443,0
neg_908,0.109935,0.0,0.0,0.054968,0.0,0.0,0.0,0.054968,0.054968,0.109935,0.0,0.109935,0.054968,0.0,0.0,0.109935,0.054968,0.054968,0.0,0.054968,0.04588,0.070495,0.059113,0
neg_909,0.204522,0.0,0.051131,0.0,0.0,0.0,0.0,0.0,0.153392,0.153392,0.0,0.0,0.0,0.0,0.0,0.102261,0.051131,0.0,0.0,0.051131,0.086813,0.065564,0.080665,0
neg_910,0.0,0.054066,0.054066,0.054066,0.0,0.108132,0.054066,0.0,0.0,0.162198,0.0,0.108132,0.0,0.054066,0.054066,0.054066,0.0,0.054066,0.0,0.0,0.065315,0.070642,0.053053,0
neg_911,0.097606,0.048803,0.048803,0.146409,0.097606,0.0,0.0,0.0,0.0,0.097606,0.0,0.0,0.0,0.0,0.048803,0.048803,0.048803,0.048803,0.0,0.0,0.067409,0.094394,0.10615,0
neg_912,0.0,0.055455,0.0,0.055455,0.055455,0.0,0.0,0.0,0.110909,0.166364,0.055455,0.0,0.110909,0.0,0.0,0.110909,0.110909,0.0,0.0,0.0,0.065439,0.064952,0.03779,0
neg_913,0.051788,0.0,0.0,0.155363,0.051788,0.051788,0.0,0.051788,0.103575,0.0,0.103575,0.0,0.0,0.103575,0.0,0.103575,0.0,0.0,0.0,0.0,0.081681,0.070755,0.07075,0
neg_914,0.0,0.0,0.049974,0.049974,0.0,0.099947,0.099947,0.049974,0.049974,0.049974,0.0,0.049974,0.0,0.0,0.0,0.0,0.0,0.0,0.049974,0.199895,0.076733,0.085235,0.088428,0
neg_915,0.04736,0.0,0.04736,0.14208,0.04736,0.0,0.0,0.04736,0.0,0.04736,0.0,0.0,0.04736,0.0,0.14208,0.04736,0.04736,0.04736,0.0,0.0,0.121119,0.062955,0.105528,0
neg_916,0.114433,0.0,0.038144,0.0,0.152578,0.038144,0.0,0.038144,0.0,0.190722,0.0,0.0,0.0,0.038144,0.038144,0.0,0.038144,0.0,0.076289,0.0,0.073685,0.08006,0.083367,0
neg_917,0.102102,0.0,0.0,0.051051,0.051051,0.0,0.051051,0.0,0.0,0.102102,0.0,0.0,0.0,0.051051,0.051051,0.0,0.102102,0.051051,0.0,0.153153,0.074624,0.077917,0.081694,0
neg_918,0.101774,0.0,0.0,0.050887,0.0,0.050887,0.0,0.0,0.0,0.0,0.101774,0.050887,0.15266,0.050887,0.050887,0.0,0.0,0.050887,0.0,0.101774,0.078086,0.080242,0.07837,0
neg_919,0.116252,0.0,0.0,0.0,0.0,0.116252,0.0,0.058126,0.058126,0.174378,0.116252,0.0,0.116252,0.0,0.0,0.0,0.0,0.116252,0.0,0.0,0.047789,0.040565,0.039757,0
neg_920,0.045035,0.0,0.0,0.045035,0.045035,0.090071,0.0,0.090071,0.180141,0.090071,0.0,0.0,0.0,0.0,0.045035,0.0,0.0,0.0,0.0,0.045035,0.131856,0.106533,0.086081,0
neg_921,0.0,0.0,0.05134,0.05134,0.0,0.05134,0.0,0.102681,0.0,0.102681,0.0,0.102681,0.0,0.0,0.0,0.154021,0.0,0.0,0.0,0.154021,0.060724,0.0863,0.08287,0
neg_922,0.0,0.0,0.043884,0.043884,0.0,0.131651,0.043884,0.043884,0.0,0.0,0.0,0.0,0.0,0.0,0.131651,0.087768,0.0,0.087768,0.0,0.043884,0.139978,0.062907,0.138858,0
neg_923,0.098132,0.0,0.049066,0.098132,0.0,0.049066,0.0,0.098132,0.049066,0.049066,0.0,0.0,0.049066,0.0,0.049066,0.0,0.049066,0.098132,0.0,0.0,0.09654,0.102996,0.064472,0
neg_924,0.0,0.0,0.0,0.052499,0.0,0.0,0.052499,0.0,0.052499,0.052499,0.0,0.052499,0.104997,0.104997,0.104997,0.157496,0.0,0.0,0.0,0.052499,0.057513,0.072854,0.082153,0
neg_925,0.089826,0.0,0.044913,0.044913,0.0,0.044913,0.0,0.0,0.0,0.0,0.044913,0.044913,0.089826,0.31439,0.0,0.089826,0.0,0.044913,0.0,0.0,0.045696,0.043572,0.057387,0
neg_926,0.0,0.0,0.0,0.108864,0.054432,0.108864,0.0,0.108864,0.054432,0.0,0.0,0.108864,0.054432,0.108864,0.0,0.054432,0.0,0.054432,0.0,0.0,0.064189,0.04617,0.073159,0
neg_927,0.207872,0.103936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207872,0.0,0.0,0.0,0.051968,0.051968,0.051968,0.051968,0.0,0.051968,0.0,0.071182,0.08355,0.065748,0
neg_928,0.0,0.0,0.043894,0.0,0.0,0.307257,0.087788,0.0,0.0,0.175576,0.0,0.0,0.087788,0.0,0.0,0.131682,0.043894,0.0,0.0,0.0,0.037908,0.036076,0.048137,0
neg_929,0.049171,0.0,0.049171,0.049171,0.0,0.049171,0.0,0.049171,0.049171,0.049171,0.0,0.049171,0.098343,0.0,0.049171,0.0,0.049171,0.098343,0.0,0.049171,0.070554,0.102954,0.088922,0
neg_930,0.0,0.0,0.053948,0.107896,0.053948,0.161844,0.0,0.107896,0.053948,0.0,0.0,0.053948,0.053948,0.107896,0.0,0.0,0.0,0.053948,0.0,0.0,0.073719,0.044033,0.073027,0
neg_931,0.0,0.0,0.170841,0.213552,0.0,0.0,0.0,0.0,0.085421,0.0,0.0,0.04271,0.128131,0.0,0.04271,0.085421,0.0,0.085421,0.0,0.0,0.043748,0.057093,0.044951,0
neg_932,0.0,0.0,0.048635,0.097271,0.0,0.048635,0.0,0.048635,0.048635,0.048635,0.0,0.0,0.0,0.0,0.097271,0.0,0.097271,0.145906,0.0,0.048635,0.084649,0.100574,0.085245,0
neg_933,0.0,0.0,0.0,0.041642,0.0,0.208209,0.0,0.083284,0.083284,0.041642,0.0,0.041642,0.041642,0.041642,0.0,0.083284,0.083284,0.0,0.0,0.041642,0.073101,0.062393,0.073312,0
neg_934,0.0,0.0,0.0,0.098027,0.0,0.049013,0.0,0.0,0.098027,0.098027,0.098027,0.098027,0.0,0.049013,0.098027,0.0,0.0,0.049013,0.0,0.0,0.081812,0.066312,0.116677,0
neg_935,0.057802,0.115604,0.0,0.057802,0.0,0.057802,0.0,0.0,0.0,0.0,0.0,0.057802,0.0,0.057802,0.0,0.173406,0.057802,0.231209,0.0,0.0,0.029877,0.043428,0.059663,0
neg_936,0.047542,0.0,0.0,0.095085,0.047542,0.095085,0.0,0.095085,0.19017,0.047542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047542,0.0,0.047542,0.087764,0.095546,0.103553,0
neg_937,0.0,0.0,0.0,0.101593,0.050796,0.152389,0.0,0.0,0.050796,0.203186,0.0,0.0,0.050796,0.050796,0.0,0.050796,0.0,0.0,0.0,0.050796,0.090882,0.056771,0.0904,0
neg_938,0.052106,0.0,0.0,0.104211,0.0,0.052106,0.0,0.052106,0.104211,0.052106,0.052106,0.104211,0.104211,0.052106,0.0,0.0,0.0,0.052106,0.0,0.0,0.09886,0.030969,0.088586,0
neg_939,0.0,0.0,0.164202,0.054734,0.109468,0.0,0.054734,0.0,0.0,0.109468,0.0,0.054734,0.109468,0.054734,0.0,0.054734,0.054734,0.0,0.0,0.0,0.066433,0.057152,0.055405,0
neg_940,0.048118,0.048118,0.0,0.048118,0.0,0.0,0.0,0.048118,0.048118,0.096236,0.0,0.048118,0.048118,0.048118,0.144354,0.048118,0.0,0.0,0.0,0.048118,0.10675,0.121207,0.050274,0
neg_941,0.0,0.0,0.052369,0.052369,0.052369,0.0,0.0,0.052369,0.052369,0.157108,0.0,0.052369,0.052369,0.0,0.052369,0.104739,0.104739,0.0,0.0,0.0,0.078817,0.076266,0.059376,0
neg_942,0.117743,0.176614,0.0,0.058871,0.0,0.117743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058871,0.0,0.058871,0.0,0.294357,0.0,0.0,0.020387,0.040323,0.056219,0
neg_943,0.0,0.0,0.0,0.047411,0.0,0.047411,0.047411,0.0,0.0,0.047411,0.0,0.047411,0.0,0.0,0.094822,0.189644,0.0,0.0,0.0,0.189644,0.079181,0.101202,0.108453,0
neg_944,0.100606,0.0,0.100606,0.0,0.100606,0.050303,0.0,0.0,0.150908,0.100606,0.050303,0.0,0.0,0.0,0.0,0.050303,0.050303,0.0,0.0,0.0,0.058984,0.087013,0.099461,0
neg_945,0.0,0.0,0.166892,0.0,0.055631,0.166892,0.0,0.0,0.0,0.0,0.0,0.166892,0.111261,0.111261,0.0,0.055631,0.0,0.0,0.0,0.0,0.064819,0.046326,0.054396,0
neg_946,0.0,0.0,0.102148,0.0,0.051074,0.0,0.051074,0.051074,0.051074,0.051074,0.0,0.102148,0.0,0.0,0.0,0.0,0.102148,0.051074,0.0,0.153222,0.056291,0.088982,0.088615,0
neg_947,0.110671,0.0,0.0,0.055335,0.0,0.055335,0.0,0.055335,0.055335,0.055335,0.055335,0.0,0.0,0.0,0.0,0.110671,0.221342,0.110671,0.0,0.0,0.031087,0.03445,0.049096,0
neg_948,0.09167,0.0,0.0,0.045835,0.0,0.0,0.045835,0.0,0.0,0.045835,0.0,0.0,0.045835,0.09167,0.137505,0.0,0.045835,0.09167,0.045835,0.0,0.093985,0.100495,0.117994,0
neg_949,0.055465,0.0,0.0,0.0,0.055465,0.166396,0.055465,0.055465,0.055465,0.055465,0.0,0.0,0.166396,0.0,0.0,0.055465,0.0,0.110931,0.0,0.0,0.055587,0.054362,0.058071,0
neg_950,0.0,0.0,0.223266,0.0,0.0,0.178613,0.044653,0.0,0.0,0.178613,0.0,0.0,0.089307,0.0,0.0,0.13396,0.044653,0.0,0.0,0.0,0.025956,0.037108,0.043871,0
neg_951,0.171805,0.057268,0.0,0.057268,0.057268,0.0,0.0,0.0,0.057268,0.171805,0.057268,0.057268,0.0,0.0,0.0,0.0,0.114537,0.057268,0.0,0.0,0.041357,0.049092,0.050526,0
neg_952,0.054429,0.0,0.108859,0.054429,0.163288,0.0,0.054429,0.108859,0.0,0.054429,0.108859,0.0,0.0,0.0,0.0,0.108859,0.0,0.0,0.0,0.0,0.060264,0.066811,0.056483,0
neg_953,0.042718,0.0,0.128154,0.0,0.0,0.170872,0.085436,0.0,0.0,0.042718,0.0,0.042718,0.21359,0.0,0.0,0.128154,0.0,0.0,0.0,0.0,0.036105,0.060011,0.049524,0
neg_954,0.279783,0.0,0.0,0.0,0.055957,0.055957,0.0,0.0,0.0,0.055957,0.0,0.055957,0.111913,0.0,0.0,0.055957,0.0,0.055957,0.055957,0.055957,0.037015,0.054557,0.069079,0
neg_955,0.0,0.0,0.04918,0.0,0.04918,0.04918,0.0,0.09836,0.04918,0.0,0.0,0.09836,0.0,0.0,0.04918,0.09836,0.04918,0.147541,0.0,0.0,0.086016,0.099966,0.076316,0
neg_956,0.051559,0.0,0.154678,0.0,0.051559,0.103119,0.0,0.051559,0.0,0.051559,0.0,0.051559,0.051559,0.0,0.0,0.0,0.0,0.103119,0.051559,0.051559,0.082009,0.059366,0.085233,0
neg_957,0.0,0.0,0.047064,0.047064,0.047064,0.047064,0.0,0.047064,0.094127,0.094127,0.0,0.0,0.0,0.047064,0.047064,0.047064,0.047064,0.047064,0.0,0.047064,0.103021,0.08723,0.103795,0
neg_958,0.052244,0.0,0.104488,0.0,0.104488,0.104488,0.0,0.0,0.052244,0.0,0.0,0.052244,0.0,0.052244,0.0,0.052244,0.052244,0.156732,0.0,0.0,0.082175,0.056785,0.077379,0
